 [File Information]      		 [Data Line]	36
Measured Date	2016/09/08 11:06:36
ID	03001	Version	5.01
Name	ChiK13	[HeaderType]	5.01/2.01
Comment	
[Measurement Info.]
Holder Location	      19
Block Design	Off     
Pre.Rest Time	      60
Task Time	     120
Pos.Rest Time	      30
Loop	       1
Averaging	       1
Total Points	   10913
[.INF File]
Filename	thuong0402.INF
[Condition-1]
HV Switching	OFF
 R1 ,R2 ,R3 ,R4 ,R5 ,R6 ,R7 ,R8 
   0.00,  0.00,  0.00,  0.00,536.00,458.00,653.00,  0.00
 Gain(X1,X4,X16,X64)
 R1 ,R2 ,R3 ,R4 ,R5 ,R6 ,R7 ,R8 
 1,1,1,1,1,1,1,1
[Analysis Condition]
Smoothed Type	None            
Smoothed Points	       0
Smoothed Loop	       0
Baseline Method	None            
Baseline location	
[Text Info.]
Output Mode	Continious      	Task No.		Data Type	Voltage 
Time Range	    0.00	  600.16	Averaing	1
(8,6)(3,6)(8,7)(5,6)(3,5)(5,7)(5,5)
         	     	     	     	    ch- 1	    ch- 1	    ch- 1	    ch- 2	    ch- 2	    ch- 2	    ch- 3	    ch- 3	    ch- 3	    ch- 4	    ch- 4	    ch- 4	    ch- 5	    ch- 5	    ch- 5	    ch- 6	    ch- 6	    ch- 6	    ch- 7	    ch- 7	    ch- 7
Time(sec)	Task	Mark	Count	Volt780nm	Volt805nm	Volt830nm	Volt780nm	Volt805nm	Volt830nm	Volt780nm	Volt805nm	Volt830nm	Volt780nm	Volt805nm	Volt830nm	Volt780nm	Volt805nm	Volt830nm	Volt780nm	Volt805nm	Volt830nm	Volt780nm	Volt805nm	Volt830nm
     3.135	0	0	    0	    0.717327	    0.655985	    0.667582	    1.760128	    1.270924	    1.721981	    1.700618	    1.213550	    1.347829	    0.260777	    0.190585	    0.186923	    1.434501	    1.149767	    1.211109	    1.600214	    1.042954	    0.977951	    1.689021	    1.183948	    1.145190
     3.190	0	0	    0	    0.719158	    0.657511	    0.668193	    1.761654	    1.267567	    1.722286	    1.722591	    1.209583	    1.341115	    0.261997	    0.191501	    0.186923	    1.441215	    1.145495	    1.209583	    1.595026	    1.033188	    0.968795	    1.691157	    1.191272	    1.147631
     3.245	0	0	    0	    0.722515	    0.659037	    0.671855	    1.759518	    1.269703	    1.728389	    1.721065	    1.221485	    1.351186	    0.263523	    0.191806	    0.187228	    1.436637	    1.154040	    1.223621	    1.612421	    1.039902	    0.974594	    1.697566	    1.195239	    1.151904
     3.300	0	0	    0	    0.721599	    0.661479	    0.675212	    1.771725	    1.277333	    1.725032	    1.725643	    1.223011	    1.359731	    0.262913	    0.193332	    0.188754	    1.452201	    1.158923	    1.223316	    1.615167	    1.043565	    0.987106	    1.704585	    1.197070	    1.161669
     3.355	0	0	    0	    0.724346	    0.659953	    0.678569	    1.774472	    1.284352	    1.739071	    1.742733	    1.220569	    1.373770	    0.263218	    0.193332	    0.188754	    1.449149	    1.167163	    1.230640	    1.615167	    1.055772	    0.985580	    1.705806	    1.208057	    1.164416
     3.410	0	0	    0	    0.727398	    0.667887	    0.679179	    1.772335	    1.277638	    1.744259	    1.749142	    1.234607	    1.375296	    0.264439	    0.194247	    0.188754	    1.455253	    1.165026	    1.233692	    1.646906	    1.057603	    1.000534	    1.718013	    1.217823	    1.168078
     3.465	0	0	    0	    0.728008	    0.664836	    0.679179	    1.783322	    1.286793	    1.751888	    1.750973	    1.233692	    1.376822	    0.265965	    0.195163	    0.189975	    1.459831	    1.167163	    1.237964	    1.645991	    1.080797	    0.999008	    1.725643	    1.213855	    1.170825
     3.520	0	0	    0	    0.719158	    0.657816	    0.670024	    1.779049	    1.281300	    1.738155	    1.715877	    1.212024	    1.346914	    0.265049	    0.192111	    0.188754	    1.453727	    1.158923	    1.224842	    1.621576	    1.035019	    0.977646	    1.703670	    1.197986	    1.155261
     3.575	0	0	    0	    0.717937	    0.656901	    0.665751	    1.767147	    1.268788	    1.723201	    1.708858	    1.208667	    1.349966	    0.260777	    0.190890	    0.187533	    1.436637	    1.142443	    1.212024	    1.601129	    1.037156	    0.971237	    1.686580	    1.192493	    1.154040
     3.630	0	0	    0	    0.717632	    0.654154	    0.666361	    1.757687	    1.270008	    1.721065	    1.724727	    1.209583	    1.333791	    0.261082	    0.192111	    0.187533	    1.425956	    1.141527	    1.211109	    1.613642	    1.031662	    0.979782	    1.694209	    1.189746	    1.156176
     3.685	0	0	    0	    0.717937	    0.653239	    0.672160	    1.755856	    1.270314	    1.726864	    1.729305	    1.205615	    1.338674	    0.261692	    0.190890	    0.186923	    1.431754	    1.146105	    1.212634	    1.611810	    1.038376	    0.973678	    1.700618	    1.194629	    1.152819
     3.740	0	0	    0	    0.720989	    0.658732	    0.672770	    1.765316	    1.272755	    1.727779	    1.730220	    1.213550	    1.353628	    0.262608	    0.191501	    0.187228	    1.442741	    1.148547	    1.214160	    1.606622	    1.047837	    0.976120	    1.702754	    1.200427	    1.160143
     3.795	0	0	    0	    0.719768	    0.658427	    0.675212	    1.765011	    1.274281	    1.730220	    1.722896	    1.213245	    1.357595	    0.262913	    0.192721	    0.187228	    1.438773	    1.145800	    1.214160	    1.609369	    1.044480	    0.973983	    1.706416	    1.201648	    1.158007
     3.850	0	0	    0	    0.723430	    0.661173	    0.673381	    1.763790	    1.276722	    1.735714	    1.717708	    1.214466	    1.360037	    0.262608	    0.192721	    0.188449	    1.438468	    1.157397	    1.225757	    1.624628	    1.054246	    0.981918	    1.712825	    1.205615	    1.168383
     3.905	0	0	    0	    0.725566	    0.663615	    0.676432	    1.773251	    1.280690	    1.743038	    1.736629	    1.229725	    1.353628	    0.265354	    0.194247	    0.187839	    1.448539	    1.160143	    1.228504	    1.623713	    1.059434	    0.983749	    1.725338	    1.214466	    1.172961
     3.960	0	0	    0	    0.727703	    0.666361	    0.679484	    1.782406	    1.284962	    1.744259	    1.746090	    1.223621	    1.380179	    0.266270	    0.194553	    0.189364	    1.461357	    1.161059	    1.231861	    1.635004	    1.067979	    1.000839	    1.727474	    1.226062	    1.181811
     4.015	0	0	    0	    0.727092	    0.667277	    0.684672	    1.784237	    1.294423	    1.750362	    1.748531	    1.229725	    1.392386	    0.264744	    0.196384	    0.190890	    1.456168	    1.171435	    1.237049	    1.645380	    1.076219	    1.012436	    1.738155	    1.230945	    1.191272
     4.070	0	0	    0	    0.731975	    0.671550	    0.684062	    1.784848	    1.293202	    1.753109	    1.749752	    1.248035	    1.374380	    0.265965	    0.195773	    0.190890	    1.459831	    1.172351	    1.242847	    1.664912	    1.071336	    1.007858	    1.746090	    1.233692	    1.189746
     4.125	0	0	    0	    0.721294	    0.663005	    0.672770	    1.779660	    1.288319	    1.749752	    1.732662	    1.224537	    1.357900	    0.265049	    0.194553	    0.189364	    1.456474	    1.164111	    1.228199	    1.627070	    1.056687	    0.985580	    1.731746	    1.213550	    1.172961
     4.180	0	0	    0	    0.720378	    0.659037	    0.674601	    1.767453	    1.273976	    1.730220	    1.730220	    1.212024	    1.357900	    0.263218	    0.192721	    0.188449	    1.443656	    1.145190	    1.213855	    1.620966	    1.049058	    0.981003	    1.717403	    1.209277	    1.169909
     4.235	0	0	    0	    0.720989	    0.652934	    0.670329	    1.765316	    1.277943	    1.735103	    1.718624	    1.215076	    1.344778	    0.261997	    0.193942	    0.188144	    1.435416	    1.147631	    1.217517	    1.610285	    1.048753	    0.977646	    1.717403	    1.208972	    1.167163
     4.290	0	0	    0	    0.721599	    0.658427	    0.670939	    1.766842	    1.276417	    1.733272	    1.723507	    1.214160	    1.358206	    0.262913	    0.190585	    0.187839	    1.438773	    1.150072	    1.218738	    1.621576	    1.047837	    0.975204	    1.718929	    1.208057	    1.173571
     4.345	0	0	    0	    0.718853	    0.659037	    0.673991	    1.763485	    1.279469	    1.735409	    1.730831	    1.222705	    1.362783	    0.264134	    0.193637	    0.189059	    1.441215	    1.152209	    1.220874	    1.612116	    1.053941	    0.989548	    1.724727	    1.214160	    1.174792
     4.400	0	0	    0	    0.719463	    0.660258	    0.675517	    1.769284	    1.273671	    1.734493	    1.732052	    1.224537	    1.373159	    0.264439	    0.193942	    0.189059	    1.442130	    1.152819	    1.218128	    1.635920	    1.050889	    0.990463	    1.727779	    1.215076	    1.178149
     4.455	0	0	    0	    0.724956	    0.660868	    0.680400	    1.776608	    1.281300	    1.741207	    1.731746	    1.217212	    1.370413	    0.263828	    0.194247	    0.188449	    1.448234	    1.156481	    1.225147	    1.634699	    1.071031	    0.993210	    1.729610	    1.227893	    1.181811
     4.510	0	0	    0	    0.726482	    0.666361	    0.681926	    1.777218	    1.288319	    1.748226	    1.758602	    1.234607	    1.374380	    0.264744	    0.193942	    0.190280	    1.450370	    1.161364	    1.230335	    1.637140	    1.074083	    0.991073	    1.733272	    1.232471	    1.186999
     4.565	0	0	    0	    0.728923	    0.668193	    0.682536	    1.776913	    1.287098	    1.754940	    1.755550	    1.245899	    1.371939	    0.266575	    0.196384	    0.192721	    1.452506	    1.163806	    1.241016	    1.652399	    1.073167	    1.015183	    1.754025	    1.236439	    1.195850
     4.620	0	0	    0	    0.729229	    0.672160	    0.688029	    1.790036	    1.288624	    1.763180	    1.747921	    1.234302	    1.398795	    0.267796	    0.196994	    0.192721	    1.458000	    1.170520	    1.244984	    1.663386	    1.081407	    1.007248	    1.765316	    1.246204	    1.208057
     4.675	0	0	    0	    0.731670	    0.667887	    0.683757	    1.797055	    1.300832	    1.763485	    1.753414	    1.222400	    1.383841	    0.266575	    0.196078	    0.192721	    1.465629	    1.174487	    1.247120	    1.670710	    1.079881	    1.010910	    1.758297	    1.246509	    1.203479
     4.730	0	0	    0	    0.723125	    0.659953	    0.675212	    1.784543	    1.292592	    1.745174	    1.742733	    1.218128	    1.356985	    0.264744	    0.195773	    0.190890	    1.453727	    1.160143	    1.221180	    1.624323	    1.067369	    1.000229	    1.730831	    1.229419	    1.186999
     4.785	0	0	    0	    0.720684	    0.659037	    0.672160	    1.768368	    1.282216	    1.739071	    1.733272	    1.212329	    1.351492	    0.264134	    0.192721	    0.189975	    1.432975	    1.151904	    1.222095	    1.624933	    1.043870	    0.987106	    1.735714	    1.223621	    1.189746
     4.840	0	0	    0	    0.722210	    0.662394	    0.676738	    1.768673	    1.281300	    1.739681	    1.720455	    1.222705	    1.355764	    0.264744	    0.193942	    0.188754	    1.431144	    1.152819	    1.220569	    1.634699	    1.055467	    0.990463	    1.735714	    1.226673	    1.179980
     4.895	0	0	    0	    0.722210	    0.661479	    0.678569	    1.779660	    1.280385	    1.742428	    1.721675	    1.224842	    1.367056	    0.264134	    0.194858	    0.189975	    1.443656	    1.150988	    1.223621	    1.627985	    1.055772	    0.998093	    1.740597	    1.228809	    1.195544
     4.950	0	0	    0	    0.724041	    0.660563	    0.676738	    1.774777	    1.285573	    1.743648	    1.729305	    1.223316	    1.353017	    0.265049	    0.195468	    0.189670	    1.441825	    1.161975	    1.225452	    1.636225	    1.066453	    0.999008	    1.739376	    1.234913	    1.191882
     5.005	0	0	    0	    0.726787	    0.663005	    0.676738	    1.768978	    1.285573	    1.744259	    1.732967	    1.222705	    1.381094	    0.265660	    0.193637	    0.189975	    1.441825	    1.159228	    1.229114	    1.637446	    1.062181	    1.005722	    1.743954	    1.236439	    1.191272
     5.060	0	0	    0	    0.724956	    0.666361	    0.683146	    1.780270	    1.289845	    1.749752	    1.736934	    1.228809	    1.377127	    0.266270	    0.195163	    0.190585	    1.449760	    1.159533	    1.231861	    1.647517	    1.061265	    0.998398	    1.755550	    1.236439	    1.195850
     5.115	0	0	    0	    0.729229	    0.670634	    0.684977	    1.786374	    1.286183	    1.750973	    1.743954	    1.238270	    1.403983	    0.266880	    0.196384	    0.191501	    1.455863	    1.165026	    1.231556	    1.648432	    1.090562	    1.021286	    1.755245	    1.242847	    1.200427
     5.170	0	0	    0	    0.727398	    0.669108	    0.689555	    1.788205	    1.297780	    1.755245	    1.747311	    1.237659	    1.396048	    0.268406	    0.197299	    0.192111	    1.455253	    1.168994	    1.235523	    1.670405	    1.093004	    1.020371	    1.760739	    1.250782	    1.214160
     5.225	0	0	    0	    0.734112	    0.673991	    0.687724	    1.786984	    1.300832	    1.772335	    1.773556	    1.244068	    1.395132	    0.269017	    0.198215	    0.193637	    1.458000	    1.174487	    1.251698	    1.670100	    1.092393	    1.032578	    1.778744	    1.256886	    1.216602
     5.280	0	0	    0	    0.728923	    0.665751	    0.678264	    1.791867	    1.295338	    1.758602	    1.733272	    1.234302	    1.371633	    0.267185	    0.196384	    0.192111	    1.456779	    1.171435	    1.237964	    1.654841	    1.075608	    1.011826	    1.761349	    1.242237	    1.197986
     5.335	0	0	    0	    0.720989	    0.661784	    0.673991	    1.774777	    1.284352	    1.744259	    1.727169	    1.219348	    1.377737	    0.264744	    0.194858	    0.190280	    1.438163	    1.154955	    1.223316	    1.628901	    1.058824	    1.003586	    1.742428	    1.233692	    1.190661
     5.390	0	0	    0	    0.717632	    0.661173	    0.675822	    1.774472	    1.282521	    1.741817	    1.714351	    1.219348	    1.365835	    0.264134	    0.194553	    0.189059	    1.437247	    1.155261	    1.218738	    1.627070	    1.069505	    1.006027	    1.739681	    1.230030	    1.189136
     5.445	0	0	    0	    0.717937	    0.661173	    0.674907	    1.768368	    1.280690	    1.737240	    1.732967	    1.216907	    1.362783	    0.264134	    0.193332	    0.189364	    1.431754	    1.152514	    1.226368	    1.624933	    1.073472	    1.001755	    1.736629	    1.225452	    1.191272
     5.500	0	0	    0	    0.721599	    0.661479	    0.677653	    1.770199	    1.280995	    1.743648	    1.720455	    1.226062	    1.361257	    0.264439	    0.193027	    0.190280	    1.440299	    1.155871	    1.223621	    1.644465	    1.065537	    1.001144	    1.747616	    1.230335	    1.190661
     5.555	0	0	    0	    0.722210	    0.661173	    0.676432	    1.772641	    1.284962	    1.742428	    1.732967	    1.219043	    1.372549	    0.265049	    0.195468	    0.189059	    1.435416	    1.156176	    1.226978	    1.634699	    1.057603	    0.995346	    1.752193	    1.237049	    1.197375
     5.610	0	0	    0	    0.727092	    0.663005	    0.681315	    1.776303	    1.288319	    1.744564	    1.739986	    1.233692	    1.381399	    0.264439	    0.195468	    0.189975	    1.442130	    1.160143	    1.230030	    1.637140	    1.071641	    1.010300	    1.753719	    1.237354	    1.194934
     5.665	0	0	    0	    0.730144	    0.668803	    0.682231	    1.777829	    1.289235	    1.746700	    1.738155	    1.226673	    1.389029	    0.265354	    0.194858	    0.191196	    1.446708	    1.167773	    1.225147	    1.631342	    1.088731	    1.020371	    1.756161	    1.243763	    1.209583
     5.720	0	0	    0	    0.731975	    0.671550	    0.685893	    1.783017	    1.290150	    1.754635	    1.749142	    1.235828	    1.375906	    0.266880	    0.195468	    0.192111	    1.452506	    1.165942	    1.234913	    1.650568	    1.080491	    1.011215	    1.764706	    1.249256	    1.210193
     5.775	0	0	    0	    0.731060	    0.671855	    0.687724	    1.783017	    1.291066	    1.762570	    1.748836	    1.240406	    1.385977	    0.267796	    0.197604	    0.193637	    1.452811	    1.165942	    1.244678	    1.662470	    1.097581	    1.029526	    1.771725	    1.256580	    1.218433
     5.830	0	0	    0	    0.732891	    0.672465	    0.689860	    1.798886	    1.303883	    1.768063	    1.757992	    1.245594	    1.393912	    0.267796	    0.198520	    0.193332	    1.460441	    1.177234	    1.244984	    1.673152	    1.088731	    1.023728	    1.773251	    1.256886	    1.220569
     5.885	0	0	    0	    0.723735	    0.660258	    0.677958	    1.780270	    1.292897	    1.755245	    1.734798	    1.220874	    1.371023	    0.265049	    0.195773	    0.191806	    1.446098	    1.166857	    1.234302	    1.622187	    1.064927	    1.008164	    1.740291	    1.239185	    1.198291
     5.940	0	0	    0	    0.720073	    0.659648	    0.674601	    1.760739	    1.277943	    1.739986	    1.729305	    1.207752	    1.350881	    0.262913	    0.193637	    0.190890	    1.429923	    1.152514	    1.223011	    1.614252	    1.058518	    0.987106	    1.734188	    1.221180	    1.183948
     5.995	0	0	    0	    0.720684	    0.658427	    0.673686	    1.763180	    1.277638	    1.728084	    1.730526	    1.210498	    1.354543	    0.261387	    0.192721	    0.188754	    1.427787	    1.144274	    1.215686	    1.601740	    1.060960	    0.983749	    1.724422	    1.219654	    1.177234
     6.050	0	0	    0	    0.717632	    0.658732	    0.674601	    1.768673	    1.272755	    1.725338	    1.713436	    1.210803	    1.353017	    0.263218	    0.193637	    0.189059	    1.431754	    1.142443	    1.211719	    1.607233	    1.050278	    0.988327	    1.728084	    1.217212	    1.176623
     6.105	0	0	    0	    0.720989	    0.659037	    0.673381	    1.765621	    1.278248	    1.736934	    1.709163	    1.210193	    1.349966	    0.263218	    0.193027	    0.189364	    1.431144	    1.151293	    1.219654	    1.622187	    1.044175	    0.983139	    1.721065	    1.223011	    1.180285
     6.160	0	0	    0	    0.720073	    0.660563	    0.674601	    1.765621	    1.273671	    1.734188	    1.710994	    1.214466	    1.349355	    0.261692	    0.193027	    0.189975	    1.429923	    1.146105	    1.215381	    1.616388	    1.065232	    0.991073	    1.728389	    1.222705	    1.184558
     6.215	0	0	    0	    0.723735	    0.660563	    0.680095	    1.771115	    1.279774	    1.728695	    1.733577	    1.228199	    1.356680	    0.263828	    0.192721	    0.189975	    1.426871	    1.149767	    1.219043	    1.626154	    1.058213	    1.002976	    1.740902	    1.222400	    1.183642
     6.270	0	0	    0	    0.722820	    0.665446	    0.682231	    1.771420	    1.284047	    1.734798	    1.737850	    1.239796	    1.367056	    0.264439	    0.194553	    0.191501	    1.436027	    1.155261	    1.223011	    1.629511	    1.069200	    0.999008	    1.737545	    1.230335	    1.194629
     6.325	0	0	    0	    0.727092	    0.665446	    0.681621	    1.772030	    1.288319	    1.745174	    1.747005	    1.230640	    1.362783	    0.264744	    0.195468	    0.192111	    1.439384	    1.166247	    1.228504	    1.643244	    1.067674	    1.024033	    1.747616	    1.233997	    1.201953
     6.380	0	0	    0	    0.731060	    0.670634	    0.686503	    1.779965	    1.291981	    1.754635	    1.765011	    1.243458	    1.375296	    0.264744	    0.196384	    0.192721	    1.447013	    1.163195	    1.239796	    1.655146	    1.074083	    1.014572	    1.746395	    1.237659	    1.199207
     6.435	0	0	    0	    0.731060	    0.669413	    0.684062	    1.785153	    1.289235	    1.754940	    1.755856	    1.219959	    1.373770	    0.266270	    0.196384	    0.191501	    1.452201	    1.168078	    1.240406	    1.644465	    1.087816	    1.012741	    1.753414	    1.240711	    1.202564
     6.490	0	0	    0	    0.719768	    0.657816	    0.675517	    1.774472	    1.280385	    1.741207	    1.718624	    1.203174	    1.361563	    0.262913	    0.193942	    0.189364	    1.439994	    1.153735	    1.219348	    1.613336	    1.062486	    0.995041	    1.724727	    1.218128	    1.179980
     6.545	0	0	    0	    0.716716	    0.656596	    0.671244	    1.765011	    1.274281	    1.731746	    1.708553	    1.208057	    1.350576	    0.261387	    0.192111	    0.188449	    1.426566	    1.142748	    1.217212	    1.605707	    1.058824	    0.997177	    1.720455	    1.213245	    1.174182
     6.600	0	0	    0	    0.714885	    0.655375	    0.671550	    1.759518	    1.273671	    1.724422	    1.699397	    1.203784	    1.339590	    0.259251	    0.190890	    0.189059	    1.422904	    1.145800	    1.210193	    1.600824	    1.056687	    0.977340	    1.710689	    1.205921	    1.165332
     6.655	0	0	    0	    0.717632	    0.659648	    0.672160	    1.757687	    1.267872	    1.721065	    1.717098	    1.213855	    1.344167	    0.260166	    0.191806	    0.187533	    1.414969	    1.138781	    1.200427	    1.614252	    1.045701	    0.986191	    1.710689	    1.209888	    1.167468
     6.710	0	0	    0	    0.716106	    0.657206	    0.672465	    1.761349	    1.272450	    1.723507	    1.711604	    1.205921	    1.356680	    0.261692	    0.191501	    0.187533	    1.419852	    1.138781	    1.211719	    1.611810	    1.059129	    0.977951	    1.713436	    1.201953	    1.168688
     6.765	0	0	    0	    0.719463	    0.656596	    0.673381	    1.760433	    1.272145	    1.728084	    1.714656	    1.206226	    1.339895	    0.260166	    0.192721	    0.187839	    1.426871	    1.148547	    1.214466	    1.613031	    1.046006	    0.991989	    1.714046	    1.211414	    1.165026
     6.820	0	0	    0	    0.722820	    0.658732	    0.676738	    1.761959	    1.277333	    1.729610	    1.716182	    1.221180	    1.353628	    0.261082	    0.193332	    0.188449	    1.422293	    1.149462	    1.215991	    1.610285	    1.059129	    0.992905	    1.705501	    1.213550	    1.168078
     6.875	0	0	    0	    0.723735	    0.663920	    0.676738	    1.765316	    1.276417	    1.736629	    1.724422	    1.223316	    1.353323	    0.262303	    0.193942	    0.188449	    1.432364	    1.151904	    1.226978	    1.635615	    1.060044	    0.997177	    1.716182	    1.220569	    1.179370
     6.930	0	0	    0	    0.725872	    0.668193	    0.681010	    1.770504	    1.279774	    1.742428	    1.729915	    1.237354	    1.359426	    0.263218	    0.193637	    0.189364	    1.440299	    1.155871	    1.228504	    1.639887	    1.070115	    1.006638	    1.727169	    1.219348	    1.183032
     6.985	0	0	    0	    0.725261	    0.669108	    0.684367	    1.772641	    1.288319	    1.745174	    1.744869	    1.243763	    1.373159	    0.264134	    0.195163	    0.190585	    1.439994	    1.157397	    1.234302	    1.647517	    1.077440	    1.024033	    1.731746	    1.229725	    1.193713
     7.040	0	0	    0	    0.730144	    0.668498	    0.685893	    1.778439	    1.289540	    1.755856	    1.763180	    1.229725	    1.382010	    0.265354	    0.196078	    0.192111	    1.439384	    1.168688	    1.237964	    1.641718	    1.075608	    1.014878	    1.747311	    1.233387	    1.195850
     7.095	0	0	    0	    0.722820	    0.660563	    0.674601	    1.773861	    1.281910	    1.743954	    1.735409	    1.211414	    1.349355	    0.263523	    0.195163	    0.189364	    1.433280	    1.158007	    1.227283	    1.622797	    1.064622	    0.999924	    1.727474	    1.215381	    1.177234
     7.150	0	0	    0	    0.714275	    0.655985	    0.673075	    1.764401	    1.272450	    1.721370	    1.711299	    1.196765	    1.347829	    0.260472	    0.190890	    0.187533	    1.420157	    1.140307	    1.207752	    1.602655	    1.046006	    0.986191	    1.705196	    1.203174	    1.154040
     7.205	0	0	    0	    0.716106	    0.650492	    0.671244	    1.755550	    1.266957	    1.716793	    1.708553	    1.200122	    1.344472	    0.258640	    0.192111	    0.187839	    1.418631	    1.135424	    1.201953	    1.589227	    1.041428	    0.982223	    1.696345	    1.201648	    1.157092
     7.260	0	0	    0	    0.714885	    0.652628	    0.669413	    1.753719	    1.264515	    1.716793	    1.718318	    1.199512	    1.345388	    0.258335	    0.190280	    0.186618	    1.415274	    1.133593	    1.200427	    1.591669	    1.040208	    0.981308	    1.690852	    1.201648	    1.158007
     7.315	0	0	    0	    0.718853	    0.655985	    0.671855	    1.758907	    1.268177	    1.722896	    1.713741	    1.198291	    1.341726	    0.260166	    0.191196	    0.186313	    1.421073	    1.140002	    1.207141	    1.593500	    1.048753	    0.983444	    1.699397	    1.193408	    1.157092
     7.370	0	0	    0	    0.715190	    0.657511	    0.673381	    1.759213	    1.264515	    1.717098	    1.707027	    1.213245	    1.342641	    0.259251	    0.191196	    0.187228	    1.418021	    1.140002	    1.203479	    1.602350	    1.041733	    0.999008	    1.702144	    1.198596	    1.160754
     7.425	0	0	    0	    0.720989	    0.659037	    0.673991	    1.757992	    1.272145	    1.718624	    1.712520	    1.210803	    1.350271	    0.261082	    0.194247	    0.188754	    1.420462	    1.142443	    1.208667	    1.603571	    1.050278	    0.982834	    1.707332	    1.206531	    1.170825
     7.480	0	0	    0	    0.721599	    0.659648	    0.674907	    1.757687	    1.270008	    1.729610	    1.725948	    1.217212	    1.344472	    0.261387	    0.193027	    0.186618	    1.424430	    1.146105	    1.218738	    1.608453	    1.058213	    0.993515	    1.710994	    1.210803	    1.170520
     7.535	0	0	    0	    0.723735	    0.664225	    0.678569	    1.768063	    1.273671	    1.736629	    1.723507	    1.218433	    1.352712	    0.261692	    0.192416	    0.187533	    1.437858	    1.147936	    1.215686	    1.616693	    1.054856	    0.993515	    1.714656	    1.211414	    1.175402
     7.590	0	0	    0	    0.726482	    0.664836	    0.684367	    1.775082	    1.275807	    1.737545	    1.746395	    1.223926	    1.365225	    0.264134	    0.193332	    0.189975	    1.439078	    1.151598	    1.227283	    1.628595	    1.085069	    0.999313	    1.727474	    1.223926	    1.184558
     7.645	0	0	    0	    0.726482	    0.669718	    0.685588	    1.778744	    1.280690	    1.738766	    1.738766	    1.218433	    1.370413	    0.264439	    0.196078	    0.192111	    1.448539	    1.154650	    1.224537	    1.651179	    1.081102	    1.016098	    1.735409	    1.232776	    1.194324
     7.700	0	0	    0	    0.728313	    0.668193	    0.684367	    1.782712	    1.288014	    1.754330	    1.740291	    1.238575	    1.373465	    0.263523	    0.195163	    0.192416	    1.446403	    1.168078	    1.234913	    1.632868	    1.084764	    1.022812	    1.742733	    1.231861	    1.201343
     7.755	0	0	    0	    0.722210	    0.662699	    0.674601	    1.775692	    1.285878	    1.739376	    1.731441	    1.220569	    1.364614	    0.264134	    0.193637	    0.190280	    1.444877	    1.158923	    1.226673	    1.621576	    1.074083	    1.003586	    1.728389	    1.220569	    1.179370
     7.810	0	0	    0	    0.717021	    0.658427	    0.671855	    1.764401	    1.271839	    1.723507	    1.707027	    1.212329	    1.345693	    0.259861	    0.192416	    0.187839	    1.430228	    1.141222	    1.210803	    1.604791	    1.041428	    0.989242	    1.711910	    1.205615	    1.163500
     7.865	0	0	    0	    0.718242	    0.655985	    0.671855	    1.760433	    1.267872	    1.721065	    1.700008	    1.197375	    1.332876	    0.260472	    0.192416	    0.186923	    1.429618	    1.137560	    1.208972	    1.610285	    1.055772	    0.982223	    1.699702	    1.202869	    1.157092
     7.920	0	0	    0	    0.715801	    0.652628	    0.671550	    1.756771	    1.266957	    1.716182	    1.710079	    1.192187	    1.343862	    0.258640	    0.192111	    0.187839	    1.424430	    1.138781	    1.205921	    1.577630	    1.047227	    0.983139	    1.695125	    1.196765	    1.157702
     7.975	0	0	    0	    0.717937	    0.655375	    0.673075	    1.748531	    1.267872	    1.726253	    1.706722	    1.195850	    1.345998	    0.260777	    0.191196	    0.187839	    1.415274	    1.135729	    1.204700	    1.606622	    1.049058	    0.989853	    1.699702	    1.208057	    1.163195
     8.030	0	0	    0	    0.714885	    0.658427	    0.672465	    1.753109	    1.268788	    1.718318	    1.697566	    1.196460	    1.334096	    0.260472	    0.192416	    0.188144	    1.421988	    1.142443	    1.208667	    1.597772	    1.053025	    0.983749	    1.707637	    1.204700	    1.163806
     8.085	0	0	    0	    0.716411	    0.658732	    0.673381	    1.761959	    1.269703	    1.719844	    1.714351	    1.220569	    1.345693	    0.260777	    0.190890	    0.187839	    1.429007	    1.141833	    1.208362	    1.612116	    1.061570	    0.996262	    1.708248	    1.206531	    1.171435
     8.140	0	0	    0	    0.721599	    0.660258	    0.677043	    1.764401	    1.273365	    1.723507	    1.717098	    1.210498	    1.346609	    0.262608	    0.193637	    0.188754	    1.430533	    1.148547	    1.214771	    1.612116	    1.070115	    0.995346	    1.715572	    1.214466	    1.176013
     8.195	0	0	    0	    0.725872	    0.663310	    0.678569	    1.763485	    1.275807	    1.729000	    1.726253	    1.219959	    1.358511	    0.262303	    0.193332	    0.189059	    1.436637	    1.151293	    1.216297	    1.628901	    1.064012	    1.003281	    1.719539	    1.215381	    1.177844
     8.250	0	0	    0	    0.721904	    0.666972	    0.681621	    1.765621	    1.274281	    1.735409	    1.742123	    1.233387	    1.375906	    0.262608	    0.194858	    0.189670	    1.435416	    1.155261	    1.226673	    1.626764	    1.070115	    1.008774	    1.727169	    1.221790	    1.179675
     8.305	0	0	    0	    0.727092	    0.670634	    0.686809	    1.776913	    1.284657	    1.740597	    1.741817	    1.240101	    1.381094	    0.263218	    0.194858	    0.190585	    1.444877	    1.157397	    1.230945	    1.638666	    1.069505	    1.014878	    1.735409	    1.230335	    1.187610
