 [File Information]      		 [Data Line]	36
Measured Date	2016/09/08 11:06:36
ID	03001	Version	5.01
Name	ChiK13	[HeaderType]	5.01/2.01
Comment	
[Measurement Info.]
Holder Location	      19
Block Design	Off     
Pre.Rest Time	      60
Task Time	     120
Pos.Rest Time	      30
Loop	       1
Averaging	       1
Total Points	   10913
[.INF File]
Filename	thuong0402.INF
[Condition-1]
HV Switching	OFF
 R1 ,R2 ,R3 ,R4 ,R5 ,R6 ,R7 ,R8 
   0.00,  0.00,  0.00,  0.00,536.00,458.00,653.00,  0.00
 Gain(X1,X4,X16,X64)
 R1 ,R2 ,R3 ,R4 ,R5 ,R6 ,R7 ,R8 
 1,1,1,1,1,1,1,1
[Analysis Condition]
Smoothed Type	None            
Smoothed Points	       0
Smoothed Loop	       0
Baseline Method	None            
Baseline location	
[Text Info.]
Output Mode	Continious      	Task No.		Data Type	Voltage 
Time Range	    0.00	  600.16	Averaing	1
(8,6)(3,6)(8,7)(5,6)(3,5)(5,7)(5,5)
         	     	     	     	    ch- 1	    ch- 1	    ch- 1	    ch- 2	    ch- 2	    ch- 2	    ch- 3	    ch- 3	    ch- 3	    ch- 4	    ch- 4	    ch- 4	    ch- 5	    ch- 5	    ch- 5	    ch- 6	    ch- 6	    ch- 6	    ch- 7	    ch- 7	    ch- 7
Time(sec)	Task	Mark	Count	Volt780nm	Volt805nm	Volt830nm	Volt780nm	Volt805nm	Volt830nm	Volt780nm	Volt805nm	Volt830nm	Volt780nm	Volt805nm	Volt830nm	Volt780nm	Volt805nm	Volt830nm	Volt780nm	Volt805nm	Volt830nm	Volt780nm	Volt805nm	Volt830nm
   261.855	1	0	    0	    0.791180	    0.715801	    0.728923	    1.882506	    1.357595	    1.838865	    2.018921	    1.437552	    1.591363	    0.287022	    0.209812	    0.206760	    1.724727	    1.385061	    1.461051	    1.887694	    1.251087	    1.186999	    1.807736	    1.288930	    1.254749
   261.910	1	0	    0	    0.789654	    0.717937	    0.732586	    1.887999	    1.353628	    1.838254	    2.009766	    1.444266	    1.598077	    0.288243	    0.211643	    0.206760	    1.716793	    1.384146	    1.458000	    1.884031	    1.255360	    1.186389	    1.812924	    1.298390	    1.252308
   261.965	1	0	    0	    0.791485	    0.719463	    0.735943	    1.893797	    1.364614	    1.833371	    2.011597	    1.458915	    1.613947	    0.288853	    0.211948	    0.208286	    1.723201	    1.395438	    1.460441	    1.896544	    1.271229	    1.198291	    1.825437	    1.310597	    1.263600
   262.020	1	0	    0	    0.796368	    0.720989	    0.737163	    1.894408	    1.368582	    1.847105	    2.021057	    1.458915	    1.612421	    0.288853	    0.213779	    0.207980	    1.730220	    1.396658	    1.474479	    1.921874	    1.270619	    1.209888	    1.829099	    1.311513	    1.266957
   262.075	1	0	    0	    0.797894	    0.725261	    0.739605	    1.900206	    1.368887	    1.853513	    2.028687	    1.479667	    1.628901	    0.290074	    0.213474	    0.208286	    1.740597	    1.403983	    1.481193	    1.921263	    1.291981	    1.202869	    1.835813	    1.317617	    1.274586
   262.130	1	0	    0	    0.796674	    0.726787	    0.743267	    1.911192	    1.370413	    1.862364	    2.023804	    1.477836	    1.641108	    0.290074	    0.214389	    0.208591	    1.735714	    1.406729	    1.488212	    1.936828	    1.305715	    1.216297	    1.843442	    1.330739	    1.285573
   262.185	1	0	    0	    0.797589	    0.727092	    0.744488	    1.913939	    1.375296	    1.872740	    2.031434	    1.491569	    1.627070	    0.290379	    0.215610	    0.211643	    1.746395	    1.407645	    1.487297	    1.951476	    1.292592	    1.229725	    1.857176	    1.335012	    1.298085
   262.240	1	0	    0	    0.793927	    0.720989	    0.735943	    1.906004	    1.376211	    1.853819	    2.028077	    1.459525	    1.621271	    0.288243	    0.211032	    0.207980	    1.742123	    1.406424	    1.471733	    1.922179	    1.276112	    1.203479	    1.833371	    1.313344	    1.277333
   262.295	1	0	    0	    0.788739	    0.718547	    0.732891	    1.892271	    1.362783	    1.843137	    2.010681	    1.451896	    1.600824	    0.285801	    0.209812	    0.204929	    1.718624	    1.390249	    1.458610	    1.897765	    1.258717	    1.179675	    1.821775	    1.297780	    1.259937
   262.350	1	0	    0	    0.787518	    0.713359	    0.732891	    1.890440	    1.359731	    1.838560	    1.984741	    1.448539	    1.595026	    0.285496	    0.209812	    0.206149	    1.715572	    1.384451	    1.459525	    1.902953	    1.256580	    1.192493	    1.827878	    1.305715	    1.261463
   262.405	1	0	    0	    0.786908	    0.717021	    0.736248	    1.884947	    1.362783	    1.840391	    2.002441	    1.458000	    1.622187	    0.287938	    0.210727	    0.206760	    1.715267	    1.386282	    1.463798	    1.907225	    1.270314	    1.201953	    1.821775	    1.310292	    1.273060
   262.460	1	0	    0	    0.791791	    0.717937	    0.735637	    1.895628	    1.364920	    1.849241	    1.999084	    1.452811	    1.614252	    0.285801	    0.211643	    0.206455	    1.726864	    1.394827	    1.467155	    1.912108	    1.275196	    1.195850	    1.825742	    1.315785	    1.270314
   262.515	1	0	    0	    0.794537	    0.721294	    0.733196	    1.893797	    1.365835	    1.848325	    2.014343	    1.458915	    1.629206	    0.286717	    0.213474	    0.208286	    1.718318	    1.396963	    1.476005	    1.903868	    1.273060	    1.205005	    1.827268	    1.311818	    1.270314
   262.570	1	0	    0	    0.793622	    0.723125	    0.739300	    1.899901	    1.366140	    1.850767	    2.025025	    1.459220	    1.607538	    0.289158	    0.212558	    0.207675	    1.735409	    1.401236	    1.482414	    1.923705	    1.276722	    1.206531	    1.842832	    1.328603	    1.281910
   262.625	1	0	    0	    0.795758	    0.725261	    0.744182	    1.905089	    1.368276	    1.859922	    2.016480	    1.470207	    1.638972	    0.288548	    0.211337	    0.209506	    1.743343	    1.410391	    1.483940	    1.938048	    1.298695	    1.226062	    1.851987	    1.329824	    1.295033
   262.680	1	0	    0	    0.801251	    0.727398	    0.745098	    1.909056	    1.378347	    1.862058	    2.036927	    1.478141	    1.653010	    0.288853	    0.212863	    0.210117	    1.746700	    1.414664	    1.488823	    1.940795	    1.289845	    1.231250	    1.856260	    1.333486	    1.299306
   262.735	1	0	    0	    0.803998	    0.728923	    0.748455	    1.909056	    1.382315	    1.870603	    2.051575	    1.481193	    1.657282	    0.290684	    0.215000	    0.210727	    1.745480	    1.414969	    1.501946	    1.964599	    1.301442	    1.243763	    1.866026	    1.344778	    1.306935
   262.790	1	0	    0	    0.805524	    0.732586	    0.750286	    1.918822	    1.382315	    1.874571	    2.054627	    1.486687	    1.654536	    0.291600	    0.214694	    0.210727	    1.753719	    1.425040	    1.506218	    1.974060	    1.308461	    1.242542	    1.872740	    1.354849	    1.310903
   262.845	1	0	    0	    0.796368	    0.722820	    0.742351	    1.915770	    1.378653	    1.862669	    2.029908	    1.474174	    1.643244	    0.290074	    0.213169	    0.209506	    1.752804	    1.414054	    1.486381	    1.949035	    1.294728	    1.209277	    1.854734	    1.334096	    1.288624
   262.900	1	0	    0	    0.789349	    0.716716	    0.733196	    1.895628	    1.370718	    1.848020	    2.022278	    1.462882	    1.628595	    0.287327	    0.212558	    0.207675	    1.727779	    1.399405	    1.471733	    1.919738	    1.273671	    1.206226	    1.834897	    1.328908	    1.284047
   262.955	1	0	    0	    0.794537	    0.718547	    0.737469	    1.893797	    1.364920	    1.851987	    2.027771	    1.469596	    1.620661	    0.285801	    0.210117	    0.207065	    1.722591	    1.399405	    1.474784	    1.909056	    1.272755	    1.211719	    1.838254	    1.324941	    1.283742
   263.010	1	0	    0	    0.796063	    0.723735	    0.739605	    1.896544	    1.366445	    1.850156	    2.018311	    1.479057	    1.631037	    0.286412	    0.212863	    0.207065	    1.734188	    1.404593	    1.480583	    1.920958	    1.278248	    1.212329	    1.849546	    1.335317	    1.285878
   263.065	1	0	    0	    0.794842	    0.724041	    0.738994	    1.905089	    1.375296	    1.859312	    2.022278	    1.471122	    1.622187	    0.287938	    0.212558	    0.208286	    1.741207	    1.407950	    1.484245	    1.929503	    1.286793	    1.215381	    1.855039	    1.329213	    1.293202
   263.120	1	0	    0	    0.793927	    0.724346	    0.742657	    1.896239	    1.374990	    1.854734	    2.031128	    1.470207	    1.638361	    0.287938	    0.212863	    0.208286	    1.737850	    1.413443	    1.481804	    1.934691	    1.283436	    1.215381	    1.852903	    1.333486	    1.291371
   263.175	1	0	    0	    0.798199	    0.725566	    0.739910	    1.900206	    1.373159	    1.857786	    2.033570	    1.480278	    1.625544	    0.289158	    0.213474	    0.210117	    1.736629	    1.414054	    1.490959	    1.946288	    1.284047	    1.219959	    1.857176	    1.333486	    1.303883
   263.230	1	0	    0	    0.799420	    0.731060	    0.747234	    1.911498	    1.374380	    1.868162	    2.034791	    1.490043	    1.661250	    0.290074	    0.214084	    0.208591	    1.750362	    1.423209	    1.501335	    1.949950	    1.306935	    1.233997	    1.875486	    1.349050	    1.308156
   263.285	1	0	    0	    0.801556	    0.733501	    0.749371	    1.914244	    1.380484	    1.872740	    2.046387	    1.494316	    1.649348	    0.292210	    0.215610	    0.210727	    1.754635	    1.426566	    1.505913	    1.967041	    1.311818	    1.246204	    1.886168	    1.356680	    1.319753
   263.340	1	0	    0	    0.805524	    0.731975	    0.750896	    1.922179	    1.390555	    1.883116	    2.069276	    1.503166	    1.659724	    0.290379	    0.215610	    0.212253	    1.757992	    1.439689	    1.516289	    1.982605	    1.322499	    1.266346	    1.884337	    1.359731	    1.325551
   263.395	1	0	    0	    0.802777	    0.731670	    0.745708	    1.921263	    1.388113	    1.877317	    2.057679	    1.488212	    1.649958	    0.290379	    0.215610	    0.211337	    1.760433	    1.436942	    1.512322	    1.961852	    1.305715	    1.235828	    1.880369	    1.363394	    1.313954
   263.450	1	0	    0	    0.793927	    0.724956	    0.741131	    1.903868	    1.376822	    1.867857	    2.039673	    1.468376	    1.614862	    0.288243	    0.213474	    0.209812	    1.735103	    1.414054	    1.489128	    1.932250	    1.287709	    1.225452	    1.862364	    1.334707	    1.298390
   263.505	1	0	    0	    0.791180	    0.719768	    0.740520	    1.899596	    1.373159	    1.850462	    2.011292	    1.469902	    1.633173	    0.288243	    0.211948	    0.208591	    1.720760	    1.399405	    1.479362	    1.937743	    1.291371	    1.210498	    1.852903	    1.333791	    1.293507
   263.560	1	0	    0	    0.794842	    0.722515	    0.742351	    1.900206	    1.377737	    1.857176	    2.023499	    1.476616	    1.634699	    0.287633	    0.213779	    0.209812	    1.728084	    1.409781	    1.481498	    1.916686	    1.293507	    1.226062	    1.844968	    1.334707	    1.297475
   263.615	1	0	    0	    0.797284	    0.727092	    0.742046	    1.902953	    1.375296	    1.864500	    2.041199	    1.472953	    1.631952	    0.288548	    0.212253	    0.208591	    1.730831	    1.402152	    1.485771	    1.931334	    1.286793	    1.211719	    1.855039	    1.334401	    1.294728
   263.670	1	0	    0	    0.796674	    0.728008	    0.745708	    1.906615	    1.371939	    1.866941	    2.009155	    1.480583	    1.631952	    0.288243	    0.212863	    0.209812	    1.733577	    1.401846	    1.488212	    1.916075	    1.289845	    1.209277	    1.855039	    1.334096	    1.292287
   263.725	1	0	    0	    0.798199	    0.728923	    0.742962	    1.909056	    1.378653	    1.863890	    2.031739	    1.492180	    1.640803	    0.288243	    0.213779	    0.210727	    1.735714	    1.406119	    1.489738	    1.946593	    1.300221	    1.232471	    1.855344	    1.329824	    1.297169
   263.780	1	0	    0	    0.795148	    0.730449	    0.748150	    1.910277	    1.380484	    1.869078	    2.026551	    1.498283	    1.650874	    0.290684	    0.214694	    0.211337	    1.735103	    1.412833	    1.488212	    1.951781	    1.307851	    1.238880	    1.861753	    1.345083	    1.305715
   263.835	1	0	    0	    0.802167	    0.733806	    0.751812	    1.911192	    1.382925	    1.873655	    2.039673	    1.486687	    1.654841	    0.290379	    0.213779	    0.211337	    1.735714	    1.417105	    1.498283	    1.943542	    1.315480	    1.243153	    1.878233	    1.346914	    1.313954
   263.890	1	0	    0	    0.808270	    0.736248	    0.752422	    1.914549	    1.387808	    1.880980	    2.064393	    1.497063	    1.653315	    0.291600	    0.215915	    0.211948	    1.748531	    1.423209	    1.513848	    1.959716	    1.325246	    1.244678	    1.885252	    1.364004	    1.321889
   263.945	1	0	    0	    0.805219	    0.733806	    0.753338	    1.926146	    1.389944	    1.886168	    2.044556	    1.487297	    1.660334	    0.292210	    0.216526	    0.212253	    1.752804	    1.432059	    1.511711	    1.956664	    1.322499	    1.244373	    1.883421	    1.367971	    1.317006
   264.000	1	0	    0	    0.792401	    0.724651	    0.738994	    1.914549	    1.378958	    1.870603	    2.027771	    1.465019	    1.623102	    0.289158	    0.214389	    0.209506	    1.743343	    1.411307	    1.490959	    1.923705	    1.295949	    1.229419	    1.859007	    1.336538	    1.305409
   264.055	1	0	    0	    0.793317	    0.722820	    0.737163	    1.892271	    1.366445	    1.859312	    2.011597	    1.459220	    1.615167	    0.287633	    0.212558	    0.208286	    1.713741	    1.395743	    1.476616	    1.914549	    1.284047	    1.201953	    1.850156	    1.325246	    1.292897
   264.110	1	0	    0	    0.793317	    0.724651	    0.735027	    1.892576	    1.367971	    1.855344	    2.012512	    1.467460	    1.599603	    0.287938	    0.211337	    0.207065	    1.708248	    1.397879	    1.482414	    1.917906	    1.271534	    1.211414	    1.847715	    1.327993	    1.289540
   264.165	1	0	    0	    0.792096	    0.720073	    0.736858	    1.899901	    1.373159	    1.848936	    2.014038	    1.461662	    1.612116	    0.287022	    0.212253	    0.207675	    1.718318	    1.402152	    1.475395	    1.912108	    1.286488	    1.209583	    1.843137	    1.330129	    1.293202
   264.220	1	0	    0	    0.793927	    0.724346	    0.740826	    1.891966	    1.368276	    1.855650	    2.024720	    1.458610	    1.615167	    0.287633	    0.212863	    0.207980	    1.722591	    1.397269	    1.482719	    1.914549	    1.270924	    1.207141	    1.847715	    1.327993	    1.293507
   264.275	1	0	    0	    0.793622	    0.725872	    0.740826	    1.892576	    1.370718	    1.859312	    2.027161	    1.466239	    1.617609	    0.287938	    0.214389	    0.209812	    1.718318	    1.407340	    1.489738	    1.917906	    1.294423	    1.206836	    1.841917	    1.329213	    1.288930
   264.330	1	0	    0	    0.796979	    0.727092	    0.744488	    1.902647	    1.369802	    1.855344	    2.038148	    1.486992	    1.631952	    0.288853	    0.214694	    0.210117	    1.732357	    1.410086	    1.489738	    1.934997	    1.303578	    1.225147	    1.846494	    1.338064	    1.292592
   264.385	1	0	    0	    0.796979	    0.729839	    0.746624	    1.911192	    1.375906	    1.864195	    2.043336	    1.476921	    1.634699	    0.290074	    0.214389	    0.210727	    1.739681	    1.420768	    1.494316	    1.934691	    1.304799	    1.231861	    1.851682	    1.333486	    1.303578
   264.440	1	0	    0	    0.798505	    0.729229	    0.746929	    1.912413	    1.379568	    1.874266	    2.032044	    1.488212	    1.637751	    0.290074	    0.215305	    0.211337	    1.746395	    1.418631	    1.503166	    1.951781	    1.304494	    1.242847	    1.863584	    1.345388	    1.306325
   264.495	1	0	    0	    0.804608	    0.734112	    0.749981	    1.911803	    1.382315	    1.878538	    2.059205	    1.495537	    1.665827	    0.290074	    0.215000	    0.211643	    1.739376	    1.424125	    1.510185	    1.959716	    1.313649	    1.253223	    1.871214	    1.345388	    1.306630
   264.550	1	0	    0	    0.794842	    0.725261	    0.740826	    1.915465	    1.372854	    1.869688	    2.034791	    1.474479	    1.626764	    0.290074	    0.214389	    0.209201	    1.739681	    1.414054	    1.501335	    1.930419	    1.299001	    1.224231	    1.857786	    1.332265	    1.294423
   264.605	1	0	    0	    0.787823	    0.716411	    0.735637	    1.895628	    1.366445	    1.843748	    1.995422	    1.444266	    1.611810	    0.286412	    0.210727	    0.207370	    1.718013	    1.402152	    1.471122	    1.897765	    1.282826	    1.213855	    1.827878	    1.317922	    1.273976
   264.660	1	0	    0	    0.787213	    0.716716	    0.732280	    1.879454	    1.363699	    1.841001	    2.007935	    1.442130	    1.602960	    0.283970	    0.209812	    0.205234	    1.702754	    1.395132	    1.470512	    1.901427	    1.278248	    1.208362	    1.825132	    1.313039	    1.269703
   264.715	1	0	    0	    0.788434	    0.718547	    0.731670	    1.885863	    1.357290	    1.836118	    1.997864	    1.454643	    1.609064	    0.284276	    0.210117	    0.206760	    1.706416	    1.391470	    1.468681	    1.896849	    1.264820	    1.202869	    1.828489	    1.303578	    1.267872
   264.770	1	0	    0	    0.790875	    0.718547	    0.733806	    1.883116	    1.356680	    1.842832	    2.007019	    1.458000	    1.598077	    0.287022	    0.211032	    0.207370	    1.706722	    1.386893	    1.474784	    1.890440	    1.276112	    1.223926	    1.826963	    1.308156	    1.269093
   264.825	1	0	    0	    0.787518	    0.719768	    0.736248	    1.891051	    1.359426	    1.842832	    1.985046	    1.450675	    1.603876	    0.286717	    0.212863	    0.207065	    1.716182	    1.391470	    1.473869	    1.910582	    1.279164	    1.216602	    1.815671	    1.303578	    1.266041
   264.880	1	0	    0	    0.792096	    0.719463	    0.735637	    1.893492	    1.360647	    1.845884	    2.018006	    1.451591	    1.614252	    0.287327	    0.211643	    0.208286	    1.718318	    1.392691	    1.475395	    1.908446	    1.282216	    1.208972	    1.820249	    1.304189	    1.266041
   264.935	1	0	    0	    0.795148	    0.724651	    0.736858	    1.895018	    1.368887	    1.852903	    2.031434	    1.447013	    1.597772	    0.289158	    0.213474	    0.208896	    1.719234	    1.398184	    1.474174	    1.921569	    1.275807	    1.227588	    1.828183	    1.304799	    1.270924
   264.990	1	0	    0	    0.796979	    0.725261	    0.742657	    1.895018	    1.370108	    1.848325	    2.017700	    1.466545	    1.617914	    0.291295	    0.216220	    0.210422	    1.726864	    1.406119	    1.478752	    1.931334	    1.294728	    1.223926	    1.833066	    1.312734	    1.277333
   265.045	1	0	    0	    0.798505	    0.726787	    0.746624	    1.898985	    1.372244	    1.856260	    2.018616	    1.455558	    1.618524	    0.291905	    0.215305	    0.210727	    1.727779	    1.408865	    1.490349	    1.945983	    1.315480	    1.230030	    1.839170	    1.323720	    1.274891
   265.100	1	0	    0	    0.795453	    0.725261	    0.741741	    1.900511	    1.377737	    1.855039	    2.018616	    1.454643	    1.617304	    0.289769	    0.215915	    0.211643	    1.723201	    1.409476	    1.486992	    1.914855	    1.309682	    1.223621	    1.829709	    1.318532	    1.273060
   265.155	1	0	    0	    0.785992	    0.716716	    0.729534	    1.883421	    1.362173	    1.848936	    1.997864	    1.443656	    1.594110	    0.287327	    0.212253	    0.207675	    1.707637	    1.396353	    1.464714	    1.893187	    1.267872	    1.215381	    1.802548	    1.290150	    1.253529
   265.210	1	0	    0	    0.786603	    0.716106	    0.730755	    1.881895	    1.349660	    1.833677	    1.980468	    1.436942	    1.594415	    0.286717	    0.212253	    0.206149	    1.700008	    1.377432	    1.455863	    1.890745	    1.262989	    1.190051	    1.793393	    1.284047	    1.239490
   265.265	1	0	    0	    0.783551	    0.715190	    0.729229	    1.880674	    1.352407	    1.821469	    1.968261	    1.429923	    1.573663	    0.285496	    0.211032	    0.205539	    1.698787	    1.374990	    1.452811	    1.891051	    1.270924	    1.192493	    1.794003	    1.278859	    1.231861
   265.320	1	0	    0	    0.786908	    0.713359	    0.730144	    1.879149	    1.353017	    1.822995	    1.991760	    1.425650	    1.589532	    0.287327	    0.212558	    0.207980	    1.697871	    1.377127	    1.450980	    1.882811	    1.264210	    1.197375	    1.795224	    1.282216	    1.247425
   265.375	1	0	    0	    0.787823	    0.714275	    0.731670	    1.878538	    1.354543	    1.828489	    1.988708	    1.423209	    1.575799	    0.290074	    0.213779	    0.208896	    1.697871	    1.380179	    1.456779	    1.898070	    1.270619	    1.206836	    1.789425	    1.281300	    1.245899
   265.430	1	0	    0	    0.789044	    0.718242	    0.732891	    1.879759	    1.352712	    1.831540	    2.002136	    1.441520	    1.574884	    0.291295	    0.214084	    0.209201	    1.707027	    1.384146	    1.459220	    1.916686	    1.267262	    1.194934	    1.799802	    1.279469	    1.242542
   265.485	1	0	    0	    0.792401	    0.718547	    0.735332	    1.884642	    1.352407	    1.830014	    1.987793	    1.443961	    1.586786	    0.292515	    0.217136	    0.211032	    1.709773	    1.380484	    1.462272	    1.919738	    1.292592	    1.219348	    1.804074	    1.288930	    1.246509
   265.540	1	0	    0	    0.795148	    0.719158	    0.735027	    1.883421	    1.359731	    1.836423	    2.009766	    1.438163	    1.579461	    0.293736	    0.217136	    0.211948	    1.710079	    1.392386	    1.466850	    1.932860	    1.301747	    1.213855	    1.807736	    1.299306	    1.251698
   265.595	1	0	    0	    0.798199	    0.721599	    0.735637	    1.889525	    1.360952	    1.847410	    2.007019	    1.443351	    1.584649	    0.293126	    0.216526	    0.211948	    1.724422	    1.393301	    1.468070	    1.916381	    1.295033	    1.223011	    1.802548	    1.301442	    1.256580
   265.650	1	0	    0	    0.794842	    0.726177	    0.739605	    1.894408	    1.360037	    1.850462	    2.000916	    1.452506	    1.604181	    0.295567	    0.216220	    0.212253	    1.720455	    1.400931	    1.480888	    1.929503	    1.294423	    1.227283	    1.814755	    1.299306	    1.261463
   265.705	1	0	    0	    0.789654	    0.717632	    0.731975	    1.891661	    1.363394	    1.835508	    1.990234	    1.428702	    1.577325	    0.291600	    0.214694	    0.210727	    1.721675	    1.390860	    1.465934	    1.916075	    1.280995	    1.202564	    1.810178	    1.290761	    1.248646
   265.760	1	0	    0	    0.785687	    0.708782	    0.729534	    1.872129	    1.350271	    1.816892	    1.982605	    1.417716	    1.552300	    0.288243	    0.213169	    0.206760	    1.696651	    1.376822	    1.443351	    1.877012	    1.261158	    1.187915	    1.782712	    1.274281	    1.226978
   265.815	1	0	    0	    0.784466	    0.710613	    0.723430	    1.873350	    1.346914	    1.816587	    1.971313	    1.397574	    1.556878	    0.287633	    0.211337	    0.206149	    1.692988	    1.371633	    1.442130	    1.878538	    1.255055	    1.170520	    1.770199	    1.269093	    1.226978
   265.870	1	0	    0	    0.786603	    0.714275	    0.725872	    1.865721	    1.342336	    1.816892	    1.975891	    1.416800	    1.558099	    0.289158	    0.212253	    0.207370	    1.690852	    1.369802	    1.445182	    1.881895	    1.261158	    1.172045	    1.772946	    1.271229	    1.226673
   265.925	1	0	    0	    0.786908	    0.710918	    0.727092	    1.877928	    1.345693	    1.819638	    1.980163	    1.412222	    1.556878	    0.288853	    0.213474	    0.207675	    1.696651	    1.369802	    1.446403	    1.896544	    1.260243	    1.202258	    1.778439	    1.273671	    1.230640
   265.980	1	0	    0	    0.787213	    0.713054	    0.727703	    1.876097	    1.348135	    1.820249	    1.971618	    1.416495	    1.555047	    0.291905	    0.214389	    0.209506	    1.707637	    1.376516	    1.448234	    1.891966	    1.266651	    1.196460	    1.780880	    1.273976	    1.231556
   266.035	1	0	    0	    0.785687	    0.712749	    0.728923	    1.876097	    1.346609	    1.818723	    1.972534	    1.420462	    1.557183	    0.292515	    0.214694	    0.209812	    1.707942	    1.380179	    1.449454	    1.926146	    1.274891	    1.183948	    1.783627	    1.275196	    1.225757
   266.090	1	0	    0	    0.789349	    0.717937	    0.732891	    1.873655	    1.348745	    1.825742	    1.995117	    1.426871	    1.572747	    0.294041	    0.215305	    0.211032	    1.700313	    1.384451	    1.461357	    1.929503	    1.272450	    1.216602	    1.794308	    1.280690	    1.236133
   266.145	1	0	    0	    0.788739	    0.719463	    0.736248	    1.881895	    1.352102	    1.826963	    1.986572	    1.429618	    1.582513	    0.293736	    0.216526	    0.210727	    1.709468	    1.380484	    1.464103	    1.919738	    1.289540	    1.196155	    1.799496	    1.286183	    1.239490
   266.200	1	0	    0	    0.792096	    0.719158	    0.736248	    1.885557	    1.356985	    1.834592	    1.995117	    1.439689	    1.583124	    0.293736	    0.215610	    0.210117	    1.723507	    1.389639	    1.463798	    1.918212	    1.282216	    1.203174	    1.801328	    1.288319	    1.245899
   266.255	1	0	    0	    0.796979	    0.722515	    0.736553	    1.884031	    1.361868	    1.841611	    2.014343	    1.425956	    1.597772	    0.293431	    0.215915	    0.210727	    1.716182	    1.396963	    1.472038	    1.928588	    1.284962	    1.222705	    1.813230	    1.291676	    1.246204
   266.310	1	0	    0	    0.790875	    0.717327	    0.728618	    1.893797	    1.352407	    1.838560	    1.995727	    1.431754	    1.570611	    0.293736	    0.215305	    0.209201	    1.722591	    1.393912	    1.474784	    1.913939	    1.278553	    1.215991	    1.801938	    1.291371	    1.248341
   266.365	1	0	    0	    0.783246	    0.711223	    0.725261	    1.878538	    1.346914	    1.820249	    1.988708	    1.428092	    1.558099	    0.289158	    0.210727	    0.205844	    1.710384	    1.372854	    1.443961	    1.897459	    1.252613	    1.190967	    1.787900	    1.268177	    1.229725
   266.420	1	0	    0	    0.781720	    0.708476	    0.725261	    1.871519	    1.345998	    1.808652	    1.974975	    1.410697	    1.562066	    0.287633	    0.211643	    0.205844	    1.700618	    1.370413	    1.436942	    1.878538	    1.265126	    1.185779	    1.778744	    1.263905	    1.223621
   266.475	1	0	    0	    0.784161	    0.710307	    0.722210	    1.864195	    1.341421	    1.811704	    1.962463	    1.393912	    1.542229	    0.287327	    0.210727	    0.207370	    1.700618	    1.377127	    1.445487	    1.882506	    1.260853	    1.188830	    1.777523	    1.266957	    1.225452
   266.530	1	0	    0	    0.785992	    0.710613	    0.725872	    1.864500	    1.341726	    1.816281	    1.985046	    1.404898	    1.545281	    0.287938	    0.211032	    0.207065	    1.695125	    1.371939	    1.444572	    1.904479	    1.258106	    1.184558	    1.789120	    1.274281	    1.223926
   266.585	1	0	    0	    0.787518	    0.711223	    0.725566	    1.871824	    1.342947	    1.812619	    1.969787	    1.419242	    1.553826	    0.288853	    0.214389	    0.207980	    1.711299	    1.377127	    1.449454	    1.897765	    1.266346	    1.200427	    1.780575	    1.270619	    1.227588
   266.640	1	0	    0	    0.789349	    0.711833	    0.730449	    1.875181	    1.344472	    1.812009	    1.973754	    1.414969	    1.548028	    0.290684	    0.212863	    0.209201	    1.717098	    1.377432	    1.449149	    1.904784	    1.269703	    1.194934	    1.788510	    1.275502	    1.233387
   266.695	1	0	    0	    0.789654	    0.711528	    0.727092	    1.873960	    1.351492	    1.820859	    1.984131	    1.416190	    1.560845	    0.290990	    0.214694	    0.209506	    1.717098	    1.388418	    1.454643	    1.921263	    1.273365	    1.207141	    1.787289	    1.281300	    1.235218
   266.750	1	0	    0	    0.795453	    0.718242	    0.729839	    1.877012	    1.348135	    1.825437	    1.996643	    1.427787	    1.569390	    0.293431	    0.213779	    0.209201	    1.724727	    1.390249	    1.464103	    1.925536	    1.280385	    1.201953	    1.802243	    1.280385	    1.239490
   266.805	1	0	    0	    0.789349	    0.718853	    0.735943	    1.886473	    1.353628	    1.824521	    1.978943	    1.426261	    1.582513	    0.292210	    0.214389	    0.208896	    1.726558	    1.394217	    1.467155	    1.939574	    1.290761	    1.212024	    1.806210	    1.290150	    1.248951
   266.860	1	0	    0	    0.793317	    0.720378	    0.735332	    1.884031	    1.354238	    1.832151	    2.003967	    1.437552	    1.592584	    0.294347	    0.215305	    0.211032	    1.727779	    1.398795	    1.466239	    1.939574	    1.287709	    1.217823	    1.813840	    1.299001	    1.255055
   266.915	1	0	    0	    0.791485	    0.717327	    0.732280	    1.884642	    1.361257	    1.837644	    1.994812	    1.425345	    1.570306	    0.292821	    0.213169	    0.207980	    1.732052	    1.404898	    1.479057	    1.931945	    1.293812	    1.216297	    1.808347	    1.291981	    1.248646
   266.970	1	0	    0	    0.786297	    0.712749	    0.726482	    1.879454	    1.347524	    1.824826	    1.980163	    1.411002	    1.554437	    0.287938	    0.211337	    0.205539	    1.721065	    1.387503	    1.460136	    1.893187	    1.256886	    1.194934	    1.790951	    1.275196	    1.233692
   267.025	1	0	    0	    0.784771	    0.709697	    0.722820	    1.867552	    1.340200	    1.811398	    1.977111	    1.399100	    1.560845	    0.287022	    0.211032	    0.204929	    1.709163	    1.375296	    1.448844	    1.879759	    1.258106	    1.168688	    1.784237	    1.269703	    1.225452
