1.0451 	WARNING 	Movie2 stim could not be imported and won't be available
708.4082 	EXP 	text_2: autoDraw = True
709.2414 	DATA 	Keypress: m
709.6911 	EXP 	text_2: autoDraw = False
710.5749 	EXP 	New trial (rep=0, index=32): {u'color': u'BLUE', u'congruent': 0, u'word': u'\u0110\u1ece', u'corrans': u'm'}
710.5909 	EXP 	text_2: autoDraw = False
710.5909 	EXP 	fixationmain: autoDraw = False
710.5909 	EXP 	text_2: color = u'BLUE (named)'
710.5909 	EXP 	text_2: text = u'\u0110\u1ece'
710.5909 	EXP 	fixationmain: autoDraw = True
711.3907 	EXP 	fixationmain: autoDraw = False
711.4073 	EXP 	text_2: autoDraw = True
711.8907 	DATA 	Keypress: m
712.6903 	EXP 	text_2: autoDraw = False
713.5741 	EXP 	New trial (rep=0, index=33): {u'color': u'YELLOW', u'congruent': 0, u'word': u'XANH L\xc1', u'corrans': u'x'}
713.5901 	EXP 	text_2: autoDraw = False
713.5901 	EXP 	fixationmain: autoDraw = False
713.5901 	EXP 	text_2: color = u'YELLOW (named)'
713.5901 	EXP 	text_2: text = u'XANH L\xc1'
713.5901 	EXP 	fixationmain: autoDraw = True
714.3899 	EXP 	fixationmain: autoDraw = False
714.4065 	EXP 	text_2: autoDraw = True
715.3066 	DATA 	Keypress: x
715.6896 	EXP 	text_2: autoDraw = False
716.5732 	EXP 	New trial (rep=0, index=34): {u'color': u'GREEN', u'congruent': 1, u'word': u'XANH L\xc1', u'corrans': u'n'}
716.5893 	EXP 	text_2: autoDraw = False
716.5893 	EXP 	fixationmain: autoDraw = False
716.5893 	EXP 	text_2: color = u'GREEN (named)'
716.5893 	EXP 	text_2: text = u'XANH L\xc1'
716.5893 	EXP 	fixationmain: autoDraw = True
717.3891 	EXP 	fixationmain: autoDraw = False
717.4057 	EXP 	text_2: autoDraw = True
718.5556 	DATA 	Keypress: n
718.6888 	EXP 	text_2: autoDraw = False
719.5725 	EXP 	New trial (rep=0, index=35): {u'color': u'GREEN', u'congruent': 0, u'word': u'\u0110\u1ece', u'corrans': u'n'}
719.5885 	EXP 	text_2: autoDraw = False
719.5885 	EXP 	fixationmain: autoDraw = False
719.5885 	EXP 	text_2: color = u'GREEN (named)'
719.5885 	EXP 	text_2: text = u'\u0110\u1ece'
719.5885 	EXP 	fixationmain: autoDraw = True
720.3883 	EXP 	fixationmain: autoDraw = False
720.4049 	EXP 	text_2: autoDraw = True
721.6382 	DATA 	Keypress: n
721.6879 	EXP 	text_2: autoDraw = False
722.5716 	EXP 	New trial (rep=0, index=36): {u'color': u'BLUE', u'congruent': 0, u'word': u'XANH L\xc1', u'corrans': u'm'}
722.5877 	EXP 	text_2: autoDraw = False
722.5877 	EXP 	fixationmain: autoDraw = False
722.5877 	EXP 	text_2: color = u'BLUE (named)'
722.5877 	EXP 	text_2: text = u'XANH L\xc1'
722.5877 	EXP 	fixationmain: autoDraw = True
723.3875 	EXP 	fixationmain: autoDraw = False
723.4042 	EXP 	text_2: autoDraw = True
724.0209 	DATA 	Keypress: m
724.6871 	EXP 	text_2: autoDraw = False
725.5709 	EXP 	New trial (rep=0, index=37): {u'color': u'BLUE', u'congruent': 0, u'word': u'V\xc0NG', u'corrans': u'm'}
725.5869 	EXP 	text_2: autoDraw = False
725.5869 	EXP 	fixationmain: autoDraw = False
725.5869 	EXP 	text_2: color = u'BLUE (named)'
725.5869 	EXP 	text_2: text = u'V\xc0NG'
725.5869 	EXP 	fixationmain: autoDraw = True
726.3868 	EXP 	fixationmain: autoDraw = False
726.4034 	EXP 	text_2: autoDraw = True
727.0700 	DATA 	Keypress: m
727.6863 	EXP 	text_2: autoDraw = False
728.5701 	EXP 	New trial (rep=0, index=38): {u'color': u'YELLOW', u'congruent': 0, u'word': u'XANH L\xc1', u'corrans': u'x'}
728.5861 	EXP 	text_2: autoDraw = False
728.5861 	EXP 	fixationmain: autoDraw = False
728.5861 	EXP 	text_2: color = u'YELLOW (named)'
728.5861 	EXP 	text_2: text = u'XANH L\xc1'
728.5861 	EXP 	fixationmain: autoDraw = True
729.3859 	EXP 	fixationmain: autoDraw = False
729.4026 	EXP 	text_2: autoDraw = True
730.1359 	DATA 	Keypress: x
730.6855 	EXP 	text_2: autoDraw = False
731.5693 	EXP 	New trial (rep=0, index=39): {u'color': u'RED', u'congruent': 0, u'word': u'XANH D\u01af\u01a0NG', u'corrans': u'z'}
731.5853 	EXP 	text_2: autoDraw = False
731.5853 	EXP 	fixationmain: autoDraw = False
731.5853 	EXP 	text_2: color = u'RED (named)'
731.5853 	EXP 	text_2: text = u'XANH D\u01af\u01a0NG'
731.5853 	EXP 	fixationmain: autoDraw = True
732.3851 	EXP 	fixationmain: autoDraw = False
732.4018 	EXP 	text_2: autoDraw = True
733.0352 	DATA 	Keypress: z
733.6848 	EXP 	text_2: autoDraw = False
734.5845 	EXP 	text_2: autoDraw = False
734.5845 	EXP 	fixationmain: autoDraw = False
734.5845 	EXP 	text_6: autoDraw = True
734.5845 	EXP 	text_7: autoDraw = True
794.5825 	EXP 	Imported Stroopmain-short-con-10event x 4.xlsx as conditions, 40 conditions, 4 params
794.5829 	EXP 	Created sequence: random, trialTypes=40, nReps=1, seed=None
794.5841 	EXP 	New trial (rep=0, index=0): {u'color': u'YELLOW', u'congruent': 1, u'word': u'V\xc0NG', u'corrans': u'x'}
794.6020 	EXP 	text_6: autoDraw = False
794.6020 	EXP 	text_7: autoDraw = False
794.6020 	EXP 	text_6: autoDraw = False
794.6020 	EXP 	text_7: autoDraw = False
794.6020 	EXP 	text_2: color = u'YELLOW (named)'
794.6020 	EXP 	text_2: text = u'V\xc0NG'
794.6020 	EXP 	fixationmain: autoDraw = True
795.4018 	EXP 	text_2: autoDraw = True
795.4018 	EXP 	fixationmain: autoDraw = False
796.2018 	DATA 	Keypress: x
796.7014 	EXP 	text_2: autoDraw = False
797.5853 	EXP 	New trial (rep=0, index=1): {u'color': u'GREEN', u'congruent': 1, u'word': u'XANH L\xc1', u'corrans': u'n'}
797.6012 	EXP 	text_2: autoDraw = False
797.6012 	EXP 	fixationmain: autoDraw = False
797.6012 	EXP 	text_2: color = u'GREEN (named)'
797.6012 	EXP 	text_2: text = u'XANH L\xc1'
797.6012 	EXP 	fixationmain: autoDraw = True
798.4010 	EXP 	fixationmain: autoDraw = False
798.4176 	EXP 	text_2: autoDraw = True
799.1676 	DATA 	Keypress: n
799.7006 	EXP 	text_2: autoDraw = False
800.5844 	EXP 	New trial (rep=0, index=2): {u'color': u'YELLOW', u'congruent': 1, u'word': u'V\xc0NG', u'corrans': u'x'}
800.6004 	EXP 	text_2: autoDraw = False
800.6004 	EXP 	fixationmain: autoDraw = False
800.6004 	EXP 	text_2: color = u'YELLOW (named)'
800.6004 	EXP 	text_2: text = u'V\xc0NG'
800.6004 	EXP 	fixationmain: autoDraw = True
801.4002 	EXP 	fixationmain: autoDraw = False
801.4169 	EXP 	text_2: autoDraw = True
802.2002 	DATA 	Keypress: x
802.6998 	EXP 	text_2: autoDraw = False
803.5836 	EXP 	New trial (rep=0, index=3): {u'color': u'RED', u'congruent': 1, u'word': u'\u0110\u1ece', u'corrans': u'z'}
803.5997 	EXP 	text_2: autoDraw = False
803.5997 	EXP 	fixationmain: autoDraw = False
803.5997 	EXP 	text_2: color = u'RED (named)'
803.5997 	EXP 	text_2: text = u'\u0110\u1ece'
803.5997 	EXP 	fixationmain: autoDraw = True
804.3994 	EXP 	fixationmain: autoDraw = False
804.4161 	EXP 	text_2: autoDraw = True
804.9328 	DATA 	Keypress: z
805.6991 	EXP 	text_2: autoDraw = False
806.5828 	EXP 	New trial (rep=0, index=4): {u'color': u'BLUE', u'congruent': 1, u'word': u'XANH D\u01af\u01a0NG', u'corrans': u'm'}
806.5988 	EXP 	text_2: autoDraw = False
806.5988 	EXP 	fixationmain: autoDraw = False
806.5988 	EXP 	text_2: color = u'BLUE (named)'
806.5988 	EXP 	text_2: text = u'XANH D\u01af\u01a0NG'
806.5988 	EXP 	fixationmain: autoDraw = True
807.3987 	EXP 	fixationmain: autoDraw = False
807.4153 	EXP 	text_2: autoDraw = True
808.1486 	DATA 	Keypress: m
808.6983 	EXP 	text_2: autoDraw = False
809.5820 	EXP 	New trial (rep=0, index=5): {u'color': u'RED', u'congruent': 1, u'word': u'\u0110\u1ece', u'corrans': u'z'}
809.5981 	EXP 	text_2: autoDraw = False
809.5981 	EXP 	fixationmain: autoDraw = False
809.5981 	EXP 	text_2: color = u'RED (named)'
809.5981 	EXP 	text_2: text = u'\u0110\u1ece'
809.5981 	EXP 	fixationmain: autoDraw = True
810.3978 	EXP 	fixationmain: autoDraw = False
810.4145 	EXP 	text_2: autoDraw = True
811.0145 	DATA 	Keypress: z
811.6975 	EXP 	text_2: autoDraw = False
812.5812 	EXP 	New trial (rep=0, index=6): {u'color': u'BLUE', u'congruent': 1, u'word': u'XANH D\u01af\u01a0NG', u'corrans': u'm'}
812.5972 	EXP 	text_2: autoDraw = False
812.5972 	EXP 	fixationmain: autoDraw = False
812.5972 	EXP 	text_2: color = u'BLUE (named)'
812.5972 	EXP 	text_2: text = u'XANH D\u01af\u01a0NG'
812.5972 	EXP 	fixationmain: autoDraw = True
813.3970 	EXP 	fixationmain: autoDraw = False
813.4137 	EXP 	text_2: autoDraw = True
814.0304 	DATA 	Keypress: m
814.6967 	EXP 	text_2: autoDraw = False
815.5806 	EXP 	New trial (rep=0, index=7): {u'color': u'GREEN', u'congruent': 1, u'word': u'XANH L\xc1', u'corrans': u'n'}
815.5964 	EXP 	text_2: autoDraw = False
815.5964 	EXP 	fixationmain: autoDraw = False
815.5964 	EXP 	text_2: color = u'GREEN (named)'
815.5964 	EXP 	text_2: text = u'XANH L\xc1'
815.5964 	EXP 	fixationmain: autoDraw = True
816.3962 	EXP 	fixationmain: autoDraw = False
816.4130 	EXP 	text_2: autoDraw = True
817.0297 	DATA 	Keypress: n
817.6959 	EXP 	text_2: autoDraw = False
818.5796 	EXP 	New trial (rep=0, index=8): {u'color': u'GREEN', u'congruent': 1, u'word': u'XANH L\xc1', u'corrans': u'n'}
818.5956 	EXP 	text_2: autoDraw = False
818.5956 	EXP 	fixationmain: autoDraw = False
818.5956 	EXP 	text_2: color = u'GREEN (named)'
818.5956 	EXP 	text_2: text = u'XANH L\xc1'
818.5956 	EXP 	fixationmain: autoDraw = True
819.3955 	EXP 	fixationmain: autoDraw = False
819.4121 	EXP 	text_2: autoDraw = True
820.2287 	DATA 	Keypress: n
820.6952 	EXP 	text_2: autoDraw = False
821.5790 	EXP 	New trial (rep=0, index=9): {u'color': u'RED', u'congruent': 1, u'word': u'\u0110\u1ece', u'corrans': u'z'}
821.5949 	EXP 	text_2: autoDraw = False
821.5949 	EXP 	fixationmain: autoDraw = False
821.5949 	EXP 	text_2: color = u'RED (named)'
821.5949 	EXP 	text_2: text = u'\u0110\u1ece'
821.5949 	EXP 	fixationmain: autoDraw = True
822.3947 	EXP 	fixationmain: autoDraw = False
822.4113 	EXP 	text_2: autoDraw = True
823.6445 	DATA 	Keypress: z
823.6943 	EXP 	text_2: autoDraw = False
824.5781 	EXP 	New trial (rep=0, index=10): {u'color': u'GREEN', u'congruent': 1, u'word': u'XANH L\xc1', u'corrans': u'n'}
824.5963 	EXP 	text_2: autoDraw = False
824.5963 	EXP 	fixationmain: autoDraw = False
824.5963 	EXP 	text_2: color = u'GREEN (named)'
824.5963 	EXP 	text_2: text = u'XANH L\xc1'
824.5963 	EXP 	fixationmain: autoDraw = True
825.3939 	EXP 	fixationmain: autoDraw = False
825.4105 	EXP 	text_2: autoDraw = True
826.0941 	DATA 	Keypress: n
826.6936 	EXP 	text_2: autoDraw = False
827.5774 	EXP 	New trial (rep=0, index=11): {u'color': u'RED', u'congruent': 1, u'word': u'\u0110\u1ece', u'corrans': u'z'}
827.5932 	EXP 	text_2: autoDraw = False
827.5932 	EXP 	fixationmain: autoDraw = False
827.5932 	EXP 	text_2: color = u'RED (named)'
827.5932 	EXP 	text_2: text = u'\u0110\u1ece'
827.5932 	EXP 	fixationmain: autoDraw = True
828.3931 	EXP 	fixationmain: autoDraw = False
828.4098 	EXP 	text_2: autoDraw = True
829.0598 	DATA 	Keypress: z
829.6927 	EXP 	text_2: autoDraw = False
830.5764 	EXP 	New trial (rep=0, index=12): {u'color': u'YELLOW', u'congruent': 1, u'word': u'V\xc0NG', u'corrans': u'z'}
830.5925 	EXP 	text_2: autoDraw = False
830.5925 	EXP 	fixationmain: autoDraw = False
830.5925 	EXP 	text_2: color = u'YELLOW (named)'
830.5925 	EXP 	text_2: text = u'V\xc0NG'
830.5925 	EXP 	fixationmain: autoDraw = True
831.3923 	EXP 	fixationmain: autoDraw = False
831.4089 	EXP 	text_2: autoDraw = True
832.1756 	DATA 	Keypress: x
832.6920 	EXP 	text_2: autoDraw = False
833.5758 	EXP 	New trial (rep=0, index=13): {u'color': u'BLUE', u'congruent': 1, u'word': u'XANH D\u01af\u01a0NG', u'corrans': u'm'}
833.5917 	EXP 	text_2: autoDraw = False
833.5917 	EXP 	fixationmain: autoDraw = False
833.5917 	EXP 	text_2: color = u'BLUE (named)'
833.5917 	EXP 	text_2: text = u'XANH D\u01af\u01a0NG'
833.5917 	EXP 	fixationmain: autoDraw = True
834.3915 	EXP 	fixationmain: autoDraw = False
834.4082 	EXP 	text_2: autoDraw = True
835.3581 	DATA 	Keypress: m
835.6911 	EXP 	text_2: autoDraw = False
836.5748 	EXP 	New trial (rep=0, index=14): {u'color': u'YELLOW', u'congruent': 1, u'word': u'V\xc0NG', u'corrans': u'x'}
836.5908 	EXP 	text_2: autoDraw = False
836.5908 	EXP 	fixationmain: autoDraw = False
836.5908 	EXP 	text_2: color = u'YELLOW (named)'
836.5908 	EXP 	text_2: text = u'V\xc0NG'
836.5908 	EXP 	fixationmain: autoDraw = True
837.3907 	EXP 	fixationmain: autoDraw = False
837.4073 	EXP 	text_2: autoDraw = True
838.2406 	DATA 	Keypress: x
838.6904 	EXP 	text_2: autoDraw = False
839.5741 	EXP 	New trial (rep=0, index=15): {u'color': u'YELLOW', u'congruent': 0, u'word': u'\u0110\u1ece', u'corrans': u'x'}
839.5901 	EXP 	text_2: autoDraw = False
839.5901 	EXP 	fixationmain: autoDraw = False
839.5901 	EXP 	text_2: color = u'YELLOW (named)'
839.5901 	EXP 	text_2: text = u'\u0110\u1ece'
839.5901 	EXP 	fixationmain: autoDraw = True
840.3899 	EXP 	fixationmain: autoDraw = False
840.4065 	EXP 	text_2: autoDraw = True
841.1066 	DATA 	Keypress: x
841.6895 	EXP 	text_2: autoDraw = False
842.5733 	EXP 	New trial (rep=0, index=16): {u'color': u'BLUE', u'congruent': 1, u'word': u'XANH D\u01af\u01a0NG', u'corrans': u'm'}
842.5893 	EXP 	text_2: autoDraw = False
842.5893 	EXP 	fixationmain: autoDraw = False
842.5893 	EXP 	text_2: color = u'BLUE (named)'
842.5893 	EXP 	text_2: text = u'XANH D\u01af\u01a0NG'
842.5893 	EXP 	fixationmain: autoDraw = True
843.3891 	EXP 	fixationmain: autoDraw = False
843.4057 	EXP 	text_2: autoDraw = True
844.1058 	DATA 	Keypress: m
844.6888 	EXP 	text_2: autoDraw = False
845.5726 	EXP 	New trial (rep=0, index=17): {u'color': u'RED', u'congruent': 0, u'word': u'XANH L\xc1', u'corrans': u'z'}
845.5885 	EXP 	text_2: autoDraw = False
845.5885 	EXP 	fixationmain: autoDraw = False
845.5885 	EXP 	text_2: color = u'RED (named)'
845.5885 	EXP 	text_2: text = u'XANH L\xc1'
845.5885 	EXP 	fixationmain: autoDraw = True
846.3884 	EXP 	fixationmain: autoDraw = False
846.4050 	EXP 	text_2: autoDraw = True
847.0883 	DATA 	Keypress: z
847.6880 	EXP 	text_2: autoDraw = False
848.5717 	EXP 	New trial (rep=0, index=18): {u'color': u'RED', u'congruent': 1, u'word': u'\u0110\u1ece', u'corrans': u'z'}
848.5887 	EXP 	text_2: autoDraw = False
848.5887 	EXP 	fixationmain: autoDraw = False
848.5887 	EXP 	text_2: color = u'RED (named)'
848.5887 	EXP 	text_2: text = u'\u0110\u1ece'
848.5887 	EXP 	fixationmain: autoDraw = True
849.3875 	EXP 	fixationmain: autoDraw = False
849.4042 	EXP 	text_2: autoDraw = True
850.1041 	DATA 	Keypress: z
850.6872 	EXP 	text_2: autoDraw = False
851.5709 	EXP 	New trial (rep=0, index=19): {u'color': u'GREEN', u'congruent': 0, u'word': u'XANH D\u01af\u01a0NG', u'corrans': u'n'}
851.5869 	EXP 	text_2: autoDraw = False
851.5869 	EXP 	fixationmain: autoDraw = False
851.5869 	EXP 	text_2: color = u'GREEN (named)'
851.5869 	EXP 	text_2: text = u'XANH D\u01af\u01a0NG'
851.5869 	EXP 	fixationmain: autoDraw = True
852.3868 	EXP 	fixationmain: autoDraw = False
852.4034 	EXP 	text_2: autoDraw = True
853.2866 	DATA 	Keypress: n
853.6864 	EXP 	text_2: autoDraw = False
854.5701 	EXP 	New trial (rep=0, index=20): {u'color': u'BLUE', u'congruent': 1, u'word': u'XANH D\u01af\u01a0NG', u'corrans': u'm'}
854.5862 	EXP 	text_2: autoDraw = False
854.5862 	EXP 	fixationmain: autoDraw = False
854.5862 	EXP 	text_2: color = u'BLUE (named)'
854.5862 	EXP 	text_2: text = u'XANH D\u01af\u01a0NG'
854.5862 	EXP 	fixationmain: autoDraw = True
855.3859 	EXP 	fixationmain: autoDraw = False
855.4026 	EXP 	text_2: autoDraw = True
856.0360 	DATA 	Keypress: m
856.6856 	EXP 	text_2: autoDraw = False
857.5693 	EXP 	New trial (rep=0, index=21): {u'color': u'BLUE', u'congruent': 1, u'word': u'XANH D\u01af\u01a0NG', u'corrans': u'z'}
857.5853 	EXP 	text_2: autoDraw = False
857.5853 	EXP 	fixationmain: autoDraw = False
857.5853 	EXP 	text_2: color = u'BLUE (named)'
857.5853 	EXP 	text_2: text = u'XANH D\u01af\u01a0NG'
857.5853 	EXP 	fixationmain: autoDraw = True
858.3852 	EXP 	fixationmain: autoDraw = False
858.4018 	EXP 	text_2: autoDraw = True
858.9185 	DATA 	Keypress: m
859.6848 	EXP 	text_2: autoDraw = False
860.5688 	EXP 	New trial (rep=0, index=22): {u'color': u'RED', u'congruent': 1, u'word': u'\u0110\u1ece', u'corrans': u'z'}
860.5846 	EXP 	text_2: autoDraw = False
860.5846 	EXP 	fixationmain: autoDraw = False
860.5846 	EXP 	text_2: color = u'RED (named)'
860.5846 	EXP 	text_2: text = u'\u0110\u1ece'
860.5846 	EXP 	fixationmain: autoDraw = True
861.3843 	EXP 	fixationmain: autoDraw = False
861.4011 	EXP 	text_2: autoDraw = True
862.3676 	DATA 	Keypress: z
862.6840 	EXP 	text_2: autoDraw = False
863.5678 	EXP 	New trial (rep=0, index=23): {u'color': u'YELLOW', u'congruent': 1, u'word': u'V\xc0NG', u'corrans': u'x'}
863.5838 	EXP 	text_2: autoDraw = False
863.5838 	EXP 	fixationmain: autoDraw = False
863.5838 	EXP 	text_2: color = u'YELLOW (named)'
863.5838 	EXP 	text_2: text = u'V\xc0NG'
863.5838 	EXP 	fixationmain: autoDraw = True
864.3836 	EXP 	fixationmain: autoDraw = False
864.4002 	EXP 	text_2: autoDraw = True
865.1502 	DATA 	Keypress: x
865.6832 	EXP 	text_2: autoDraw = False
866.5671 	EXP 	New trial (rep=0, index=24): {u'color': u'GREEN', u'congruent': 1, u'word': u'XANH L\xc1', u'corrans': u'n'}
866.5830 	EXP 	text_2: autoDraw = False
866.5830 	EXP 	fixationmain: autoDraw = False
866.5830 	EXP 	text_2: color = u'GREEN (named)'
866.5830 	EXP 	text_2: text = u'XANH L\xc1'
866.5830 	EXP 	fixationmain: autoDraw = True
867.3827 	EXP 	fixationmain: autoDraw = False
867.3994 	EXP 	text_2: autoDraw = True
868.0831 	DATA 	Keypress: n
868.6824 	EXP 	text_2: autoDraw = False
869.5661 	EXP 	New trial (rep=0, index=25): {u'color': u'BLUE', u'congruent': 1, u'word': u'XANH D\u01af\u01a0NG', u'corrans': u'm'}
869.5822 	EXP 	text_2: autoDraw = False
869.5822 	EXP 	fixationmain: autoDraw = False
869.5822 	EXP 	text_2: color = u'BLUE (named)'
869.5822 	EXP 	text_2: text = u'XANH D\u01af\u01a0NG'
869.5822 	EXP 	fixationmain: autoDraw = True
870.3820 	EXP 	fixationmain: autoDraw = False
870.3986 	EXP 	text_2: autoDraw = True
871.0657 	DATA 	Keypress: m
871.6817 	EXP 	text_2: autoDraw = False
872.5656 	EXP 	New trial (rep=0, index=26): {u'color': u'RED', u'congruent': 1, u'word': u'\u0110\u1ece', u'corrans': u'z'}
872.5814 	EXP 	text_2: autoDraw = False
872.5814 	EXP 	fixationmain: autoDraw = False
872.5814 	EXP 	text_2: color = u'RED (named)'
872.5814 	EXP 	text_2: text = u'\u0110\u1ece'
872.5814 	EXP 	fixationmain: autoDraw = True
873.3812 	EXP 	fixationmain: autoDraw = False
873.3979 	EXP 	text_2: autoDraw = True
873.9812 	DATA 	Keypress: z
874.6808 	EXP 	text_2: autoDraw = False
875.5646 	EXP 	New trial (rep=0, index=27): {u'color': u'RED', u'congruent': 1, u'word': u'\u0110\u1ece', u'corrans': u'z'}
875.5806 	EXP 	text_2: autoDraw = False
875.5806 	EXP 	fixationmain: autoDraw = False
875.5806 	EXP 	text_2: color = u'RED (named)'
875.5806 	EXP 	text_2: text = u'\u0110\u1ece'
875.5806 	EXP 	fixationmain: autoDraw = True
876.3804 	EXP 	fixationmain: autoDraw = False
876.3970 	EXP 	text_2: autoDraw = True
876.9971 	DATA 	Keypress: z
877.6801 	EXP 	text_2: autoDraw = False
878.5639 	EXP 	New trial (rep=0, index=28): {u'color': u'GREEN', u'congruent': 1, u'word': u'XANH L\xc1', u'corrans': u'n'}
878.5798 	EXP 	text_2: autoDraw = False
878.5798 	EXP 	fixationmain: autoDraw = False
878.5798 	EXP 	text_2: color = u'GREEN (named)'
878.5798 	EXP 	text_2: text = u'XANH L\xc1'
878.5798 	EXP 	fixationmain: autoDraw = True
879.3795 	EXP 	fixationmain: autoDraw = False
879.3963 	EXP 	text_2: autoDraw = True
880.0963 	DATA 	Keypress: n
880.6792 	EXP 	text_2: autoDraw = False
881.5630 	EXP 	New trial (rep=0, index=29): {u'color': u'YELLOW', u'congruent': 1, u'word': u'V\xc0NG', u'corrans': u'x'}
881.5790 	EXP 	text_2: autoDraw = False
881.5790 	EXP 	fixationmain: autoDraw = False
881.5790 	EXP 	text_2: color = u'YELLOW (named)'
881.5790 	EXP 	text_2: text = u'V\xc0NG'
881.5790 	EXP 	fixationmain: autoDraw = True
882.3788 	EXP 	fixationmain: autoDraw = False
882.3955 	EXP 	text_2: autoDraw = True
883.0789 	DATA 	Keypress: x
883.6785 	EXP 	text_2: autoDraw = False
884.5623 	EXP 	New trial (rep=0, index=30): {u'color': u'BLUE', u'congruent': 1, u'word': u'XANH D\u01af\u01a0NG', u'corrans': u'm'}
884.5782 	EXP 	text_2: autoDraw = False
884.5782 	EXP 	fixationmain: autoDraw = False
884.5782 	EXP 	text_2: color = u'BLUE (named)'
884.5782 	EXP 	text_2: text = u'XANH D\u01af\u01a0NG'
884.5782 	EXP 	fixationmain: autoDraw = True
885.3781 	EXP 	fixationmain: autoDraw = False
885.3947 	EXP 	text_2: autoDraw = True
886.4113 	DATA 	Keypress: m
886.6776 	EXP 	text_2: autoDraw = False
887.5614 	EXP 	New trial (rep=0, index=31): {u'color': u'BLUE', u'congruent': 1, u'word': u'XANH D\u01af\u01a0NG', u'corrans': u'm'}
887.5774 	EXP 	text_2: autoDraw = False
887.5774 	EXP 	fixationmain: autoDraw = False
887.5774 	EXP 	text_2: color = u'BLUE (named)'
887.5774 	EXP 	text_2: text = u'XANH D\u01af\u01a0NG'
887.5774 	EXP 	fixationmain: autoDraw = True
888.3772 	EXP 	fixationmain: autoDraw = False
888.3939 	EXP 	text_2: autoDraw = True
888.9939 	DATA 	Keypress: m
889.6769 	EXP 	text_2: autoDraw = False
890.5607 	EXP 	New trial (rep=0, index=32): {u'color': u'YELLOW', u'congruent': 1, u'word': u'V\xc0NG', u'corrans': u'x'}
890.5766 	EXP 	text_2: autoDraw = False
890.5766 	EXP 	fixationmain: autoDraw = False
890.5766 	EXP 	text_2: color = u'YELLOW (named)'
890.5766 	EXP 	text_2: text = u'V\xc0NG'
890.5766 	EXP 	fixationmain: autoDraw = True
891.3764 	EXP 	fixationmain: autoDraw = False
891.3931 	EXP 	text_2: autoDraw = True
892.4265 	DATA 	Keypress: x
892.6761 	EXP 	text_2: autoDraw = False
893.5598 	EXP 	New trial (rep=0, index=33): {u'color': u'GREEN', u'congruent': 1, u'word': u'XANH L\xc1', u'corrans': u'n'}
893.5758 	EXP 	text_2: autoDraw = False
893.5758 	EXP 	fixationmain: autoDraw = False
893.5758 	EXP 	text_2: color = u'GREEN (named)'
893.5758 	EXP 	text_2: text = u'XANH L\xc1'
893.5758 	EXP 	fixationmain: autoDraw = True
894.3756 	EXP 	fixationmain: autoDraw = False
894.3924 	EXP 	text_2: autoDraw = True
895.0757 	DATA 	Keypress: n
895.6753 	EXP 	text_2: autoDraw = False
896.5591 	EXP 	New trial (rep=0, index=34): {u'color': u'YELLOW', u'congruent': 1, u'word': u'V\xc0NG', u'corrans': u'x'}
896.5750 	EXP 	text_2: autoDraw = False
896.5750 	EXP 	fixationmain: autoDraw = False
896.5750 	EXP 	text_2: color = u'YELLOW (named)'
896.5750 	EXP 	text_2: text = u'V\xc0NG'
896.5750 	EXP 	fixationmain: autoDraw = True
897.3749 	EXP 	fixationmain: autoDraw = False
897.3915 	EXP 	text_2: autoDraw = True
898.3414 	DATA 	Keypress: x
898.6745 	EXP 	text_2: autoDraw = False
899.5582 	EXP 	New trial (rep=0, index=35): {u'color': u'GREEN', u'congruent': 1, u'word': u'XANH L\xc1', u'corrans': u'n'}
899.5743 	EXP 	text_2: autoDraw = False
899.5743 	EXP 	fixationmain: autoDraw = False
899.5743 	EXP 	text_2: color = u'GREEN (named)'
899.5743 	EXP 	text_2: text = u'XANH L\xc1'
899.5743 	EXP 	fixationmain: autoDraw = True
900.3740 	EXP 	fixationmain: autoDraw = False
900.3907 	EXP 	text_2: autoDraw = True
901.4073 	DATA 	Keypress: n
901.6737 	EXP 	text_2: autoDraw = False
902.5574 	EXP 	New trial (rep=0, index=36): {u'color': u'GREEN', u'congruent': 1, u'word': u'XANH L\xc1', u'corrans': u'n'}
902.5734 	EXP 	text_2: autoDraw = False
902.5734 	EXP 	fixationmain: autoDraw = False
902.5734 	EXP 	text_2: color = u'GREEN (named)'
902.5734 	EXP 	text_2: text = u'XANH L\xc1'
902.5734 	EXP 	fixationmain: autoDraw = True
903.3733 	EXP 	fixationmain: autoDraw = False
903.3899 	EXP 	text_2: autoDraw = True
903.9566 	DATA 	Keypress: n
904.6729 	EXP 	text_2: autoDraw = False
905.5566 	EXP 	New trial (rep=0, index=37): {u'color': u'RED', u'congruent': 1, u'word': u'\u0110\u1ece', u'corrans': u'z'}
905.5727 	EXP 	text_2: autoDraw = False
905.5727 	EXP 	fixationmain: autoDraw = False
905.5727 	EXP 	text_2: color = u'RED (named)'
905.5727 	EXP 	text_2: text = u'\u0110\u1ece'
905.5727 	EXP 	fixationmain: autoDraw = True
906.3724 	EXP 	fixationmain: autoDraw = False
906.3892 	EXP 	text_2: autoDraw = True
907.0725 	DATA 	Keypress: z
907.6721 	EXP 	text_2: autoDraw = False
908.5559 	EXP 	New trial (rep=0, index=38): {u'color': u'BLUE', u'congruent': 1, u'word': u'XANH D\u01af\u01a0NG', u'corrans': u'm'}
908.5719 	EXP 	text_2: autoDraw = False
908.5719 	EXP 	fixationmain: autoDraw = False
