time	S1_D1_HbO	S1_D2_HbO	
   4.6365000e+02	   5.1329966e-01	   8.9935989e-02	
   4.6370500e+02	   4.8136295e-01	   8.9549329e-02	
   4.6376000e+02	   5.4236729e-01	   5.9759364e-02	
   4.6381500e+02	   6.4578370e-01	   4.2601184e-02	
   4.6387000e+02	   6.7154145e-01	   3.7557065e-02	
   4.6392500e+02	   5.8866826e-01	   1.2134633e-02	
   4.6398000e+02	   5.0498334e-01	  -4.6109388e-02	
   4.6403500e+02	   5.2115965e-01	  -1.0259662e-01	
   4.6409000e+02	   5.9714130e-01	  -1.0322402e-01	
   4.6414500e+02	   6.2621494e-01	  -2.0322639e-02	
   4.6420000e+02	   6.0490431e-01	   1.2734610e-01	
   4.6425500e+02	   6.3960749e-01	   2.8491467e-01	
   4.6431000e+02	   7.8108286e-01	   3.8686791e-01	
   4.6436500e+02	   9.3912378e-01	   3.9255122e-01	
   4.6442000e+02	   9.8524297e-01	   3.1594306e-01	
   4.6447500e+02	   8.8357558e-01	   2.1588904e-01	
   4.6453000e+02	   7.0966101e-01	   1.4589022e-01	
   4.6458500e+02	   5.7483416e-01	   1.1451704e-01	
   4.6464000e+02	   5.3802132e-01	   9.6207018e-02	
   4.6469500e+02	   5.7383152e-01	   7.1756057e-02	
   4.6475000e+02	   6.1262010e-01	   5.1467566e-02	
   4.6480500e+02	   6.1347829e-01	   6.1649222e-02	
   4.6486000e+02	   6.0825608e-01	   1.1546406e-01	
   4.6491500e+02	   6.6501445e-01	   2.0174679e-01	
   4.6497000e+02	   7.9721738e-01	   2.9669776e-01	
   4.6502500e+02	   9.2990707e-01	   3.7654239e-01	
   4.6508000e+02	   9.7345932e-01	   4.2133670e-01	
   4.6513500e+02	   9.0724480e-01	   4.1616733e-01	
   4.6519000e+02	   7.7472626e-01	   3.5422802e-01	
   4.6524500e+02	   6.3361937e-01	   2.4410946e-01	
   4.6530000e+02	   5.4008114e-01	   1.1736486e-01	
   4.6535500e+02	   5.4427802e-01	   2.2552105e-02	
   4.6541000e+02	   6.5444882e-01	   1.9539092e-04	
   4.6546500e+02	   8.0909890e-01	   5.5599694e-02	
   4.6552000e+02	   9.0714923e-01	   1.5325964e-01	
   4.6557500e+02	   8.7978603e-01	   2.3920539e-01	
   4.6563000e+02	   7.5111488e-01	   2.7557886e-01	
   4.6568500e+02	   6.2802092e-01	   2.6231015e-01	
   4.6574000e+02	   6.0162203e-01	   2.2924006e-01	
   4.6579500e+02	   6.5049060e-01	   2.0399346e-01	
   4.6585000e+02	   6.6037893e-01	   1.8471967e-01	
   4.6590500e+02	   5.4455730e-01	   1.4806144e-01	
   4.6596000e+02	   3.4006482e-01	   8.4548198e-02	
   4.6601500e+02	   1.8603299e-01	   1.9945385e-02	
   4.6607000e+02	   2.0181670e-01	  -2.0126604e-04	
   4.6612500e+02	   3.8091175e-01	   5.1369513e-02	
   4.6618000e+02	   5.9828263e-01	   1.5580366e-01	
   4.6623500e+02	   7.1208975e-01	   2.6160814e-01	
   4.6629000e+02	   6.6985259e-01	   3.2913583e-01	
   4.6634500e+02	   5.4170933e-01	   3.5488096e-01	
   4.6640000e+02	   4.5945409e-01	   3.5464627e-01	
   4.6645500e+02	   5.0717722e-01	   3.3596224e-01	
   4.6651000e+02	   6.4503117e-01	   2.8964200e-01	
   4.6656500e+02	   7.3719597e-01	   2.0538438e-01	
   4.6662000e+02	   6.7737845e-01	   9.7275144e-02	
   4.6667500e+02	   4.9456234e-01	   1.2244896e-02	
   4.6673000e+02	   3.2744994e-01	   5.9276922e-03	
   4.6678500e+02	   2.9871052e-01	   1.0217210e-01	
   4.6684000e+02	   4.1924433e-01	   2.6970098e-01	
   4.6689500e+02	   6.0237078e-01	   4.3677895e-01	
   4.6695000e+02	   7.4732344e-01	   5.3478914e-01	
   4.6700500e+02	   7.9708841e-01	   5.3922390e-01	
   4.6706000e+02	   7.4133532e-01	   4.7920080e-01	
   4.6711500e+02	   6.0968907e-01	   4.0868461e-01	
   4.6717000e+02	   4.6280780e-01	   3.5908613e-01	
   4.6722500e+02	   3.4774282e-01	   3.1243903e-01	
   4.6728000e+02	   2.5972771e-01	   2.2884026e-01	
   4.6733500e+02	   1.8108459e-01	   1.1060802e-01	
   4.6739000e+02	   1.4295824e-01	   2.7569278e-02	
   4.6744500e+02	   2.0282915e-01	   5.7902325e-02	
   4.6750000e+02	   3.6568674e-01	   2.0757692e-01	
   4.6755500e+02	   5.6153358e-01	   4.0562997e-01	
   4.6761000e+02	   6.9829575e-01	   5.6985105e-01	
   4.6766500e+02	   7.2347045e-01	   6.5302445e-01	
   4.6772000e+02	   6.5146558e-01	   6.3964785e-01	
   4.6777500e+02	   5.4987781e-01	   5.4307380e-01	
   4.6783000e+02	   4.9165089e-01	   4.1232734e-01	
   4.6788500e+02	   4.9653210e-01	   3.0529584e-01	
   4.6794000e+02	   5.0577342e-01	   2.4034366e-01	
   4.6799500e+02	   4.3603586e-01	   1.8887018e-01	
   4.6805000e+02	   2.8022508e-01	   1.2084287e-01	
   4.6810500e+02	   1.3168219e-01	   5.2130516e-02	
   4.6816000e+02	   8.7436311e-02	   3.9491388e-02	
   4.6821500e+02	   1.5983854e-01	   1.1991353e-01	
   4.6827000e+02	   3.0744827e-01	   2.6389710e-01	
   4.6832500e+02	   5.0038897e-01	   4.0471664e-01	
   4.6838000e+02	   7.0139133e-01	   4.9843409e-01	
   4.6843500e+02	   8.2893479e-01	   5.3829791e-01	
   4.6849000e+02	   8.1306253e-01	   5.3243277e-01	
   4.6854500e+02	   6.7453647e-01	   4.8649455e-01	
   4.6860000e+02	   5.0495376e-01	   4.0047293e-01	
   4.6865500e+02	   3.8274224e-01	   2.8231497e-01	
   4.6871000e+02	   3.3782558e-01	   1.6684363e-01	
   4.6876500e+02	   3.7767335e-01	   1.0651144e-01	
   4.6882000e+02	   5.0206106e-01	   1.3258747e-01	
   4.6887500e+02	   6.8165821e-01	   2.2707809e-01	
   4.6893000e+02	   8.5228071e-01	   3.3425200e-01	
   4.6898500e+02	   9.5294837e-01	   3.9966788e-01	
   4.6904000e+02	   9.5947840e-01	   4.0101878e-01	
   4.6909500e+02	   8.7514490e-01	   3.5161678e-01	
   4.6915000e+02	   7.1467541e-01	   2.8454408e-01	
   4.6920500e+02	   5.1378097e-01	   2.2744773e-01	
   4.6926000e+02	   3.2599257e-01	   1.8115381e-01	
   4.6931500e+02	   1.8217726e-01	   1.2546190e-01	
   4.6937000e+02	   7.7061262e-02	   5.3082458e-02	
   4.6942500e+02	   2.1362798e-02	  -4.2343538e-03	
   4.6948000e+02	   6.6434085e-02	   5.3549372e-03	
   4.6953500e+02	   2.3600476e-01	   1.0066181e-01	
   4.6959000e+02	   4.7058741e-01	   2.4324798e-01	
   4.6964500e+02	   6.7401143e-01	   3.7143695e-01	
   4.6970000e+02	   7.7890766e-01	   4.3969368e-01	
   4.6975500e+02	   7.5387037e-01	   4.2600791e-01	
   4.6981000e+02	   6.0388979e-01	   3.3702271e-01	
   4.6986500e+02	   3.8736929e-01	   2.1612673e-01	
   4.6992000e+02	   1.9089721e-01	   1.1749532e-01	
   4.6997500e+02	   7.5560495e-02	   6.4952476e-02	
   4.7003000e+02	   6.4226777e-02	   5.7527153e-02	
   4.7008500e+02	   1.4883617e-01	   1.0216052e-01	
   4.7014000e+02	   2.8175662e-01	   1.9972104e-01	
   4.7019500e+02	   3.9329735e-01	   3.1011246e-01	
   4.7025000e+02	   4.4108806e-01	   3.8197453e-01	
   4.7030500e+02	   4.3055360e-01	   4.1450434e-01	
   4.7036000e+02	   3.9342607e-01	   4.4855465e-01	
   4.7041500e+02	   3.6228049e-01	   5.0096209e-01	
   4.7047000e+02	   3.5022445e-01	   5.4022575e-01	
   4.7052500e+02	   3.2860341e-01	   5.2119256e-01	
   4.7058000e+02	   2.3204248e-01	   4.2186392e-01	
   4.7063500e+02	   1.8772399e-02	   2.6005929e-01	
   4.7069000e+02	  -2.5392245e-01	   9.7159032e-02	
   4.7074500e+02	  -4.3338344e-01	   1.4013954e-02	
   4.7080000e+02	  -3.9285349e-01	   5.8034539e-02	
   4.7085500e+02	  -1.5681426e-01	   2.0561709e-01	
   4.7091000e+02	   1.1949272e-01	   3.8119233e-01	
   4.7096500e+02	   2.9220858e-01	   5.1882509e-01	
   4.7102000e+02	   3.2994942e-01	   6.0262752e-01	
   4.7107500e+02	   2.8757468e-01	   6.4694006e-01	
   4.7113000e+02	   2.2290287e-01	   6.5714715e-01	
   4.7118500e+02	   1.6525403e-01	   6.2863823e-01	
   4.7124000e+02	   1.3207119e-01	   5.7065810e-01	
   4.7129500e+02	   1.1534395e-01	   5.0369944e-01	
   4.7135000e+02	   6.4379476e-02	   4.3546762e-01	
   4.7140500e+02	  -4.9384579e-02	   3.6818824e-01	
   4.7146000e+02	  -1.5603384e-01	   3.3110600e-01	
   4.7151500e+02	  -1.4505892e-01	   3.6670446e-01	
   4.7157000e+02	  -5.1729195e-03	   4.7128635e-01	
   4.7162500e+02	   1.4923849e-01	   5.8461458e-01	
   4.7168000e+02	   1.9815188e-01	   6.5049075e-01	
   4.7173500e+02	   1.2417629e-01	   6.6013394e-01	
   4.7179000e+02	   5.2570768e-03	   6.3729015e-01	
   4.7184500e+02	  -6.9186344e-02	   6.0785533e-01	
   4.7190000e+02	  -7.7958422e-02	   5.8038730e-01	
   4.7195500e+02	  -7.8908929e-02	   5.3839425e-01	
   4.7201000e+02	  -1.3593303e-01	   4.5865199e-01	
   4.7206500e+02	  -2.3646778e-01	   3.5136292e-01	
   4.7212000e+02	  -2.9513243e-01	   2.7716335e-01	
   4.7217500e+02	  -2.4206504e-01	   3.0508340e-01	
   4.7223000e+02	  -9.4925230e-02	   4.4190550e-01	
   4.7228500e+02	   6.5323663e-02	   6.1254201e-01	
   4.7234000e+02	   1.7654421e-01	   7.2230845e-01	
   4.7239500e+02	   2.3798440e-01	   7.3185686e-01	
   4.7245000e+02	   2.7796996e-01	   6.6757923e-01	
   4.7250500e+02	   2.9523617e-01	   5.7932999e-01	
   4.7256000e+02	   2.4809009e-01	   5.0149542e-01	
   4.7261500e+02	   1.0315791e-01	   4.3764828e-01	
   4.7267000e+02	  -1.2366270e-01	   3.6751765e-01	
   4.7272500e+02	  -3.6197933e-01	   2.8269325e-01	
   4.7278000e+02	  -4.9670724e-01	   2.2380459e-01	
   4.7283500e+02	  -4.3250254e-01	   2.5466564e-01	
   4.7289000e+02	  -2.0521405e-01	   3.8066825e-01	
   4.7294500e+02	   1.6397697e-02	   5.2255212e-01	
   4.7300000e+02	   9.1084836e-02	   5.9555547e-01	
   4.7305500e+02	   2.9612466e-02	   5.8806041e-01	
   4.7311000e+02	  -6.7637322e-02	   5.4336892e-01	
   4.7316500e+02	  -1.4619120e-01	   4.9503133e-01	
   4.7322000e+02	  -2.2407776e-01	   4.4418626e-01	
   4.7327500e+02	  -3.1304863e-01	   3.8158313e-01	
   4.7333000e+02	  -3.7795532e-01	   3.0913383e-01	
   4.7338500e+02	  -3.7782144e-01	   2.4561857e-01	
   4.7344000e+02	  -2.9820968e-01	   2.2574203e-01	
   4.7349500e+02	  -1.4832248e-01	   2.8110548e-01	
   4.7355000e+02	   3.0966461e-02	   4.0122397e-01	
   4.7360500e+02	   1.7224443e-01	   5.2824700e-01	
   4.7366000e+02	   2.2684131e-01	   6.0982126e-01	
   4.7371500e+02	   1.9105611e-01	   6.3852228e-01	
   4.7377000e+02	   8.5533033e-02	   6.2804560e-01	
   4.7382500e+02	  -6.0571192e-02	   5.7992934e-01	
   4.7388000e+02	  -2.0252364e-01	   4.9249664e-01	
   4.7393500e+02	  -2.9159474e-01	   3.8416195e-01	
   4.7399000e+02	  -3.1647875e-01	   2.9025363e-01	
   4.7404500e+02	  -3.1975497e-01	   2.4219152e-01	
   4.7410000e+02	  -3.4790150e-01	   2.5907522e-01	
   4.7415500e+02	  -3.9039511e-01	   3.4941625e-01	
   4.7421000e+02	  -3.9552747e-01	   4.9847447e-01	
   4.7426500e+02	  -3.3945123e-01	   6.5369450e-01	
   4.7432000e+02	  -2.4740678e-01	   7.4745629e-01	
   4.7437500e+02	  -1.5438979e-01	   7.4858566e-01	
   4.7443000e+02	  -8.1993851e-02	   6.8618180e-01	
   4.7448500e+02	  -5.7513990e-02	   6.1728487e-01	
   4.7454000e+02	  -1.1511154e-01	   5.7537386e-01	
   4.7459500e+02	  -2.4722710e-01	   5.5357887e-01	
   4.7465000e+02	  -3.8248636e-01	   5.2776272e-01	
   4.7470500e+02	  -4.4671084e-01	   4.8800491e-01	
   4.7476000e+02	  -4.2280460e-01	   4.5542331e-01	
   4.7481500e+02	  -3.3281224e-01	   4.6947747e-01	
   4.7487000e+02	  -2.0172438e-01	   5.4770584e-01	
   4.7492500e+02	  -6.0213127e-02	   6.6190499e-01	
   4.7498000e+02	   5.5659552e-02	   7.6777680e-01	
   4.7503500e+02	   1.3091956e-01	   8.4864871e-01	
   4.7509000e+02	   1.7096268e-01	   9.0974814e-01	
   4.7514500e+02	   1.6846847e-01	   9.3989801e-01	
   4.7520000e+02	   1.1244512e-01	   9.1088296e-01	
   4.7525500e+02	   2.8487394e-02	   8.1918993e-01	
   4.7531000e+02	  -4.5312383e-02	   7.0233270e-01	
   4.7536500e+02	  -1.1094681e-01	   6.0634796e-01	
   4.7542000e+02	  -1.7577463e-01	   5.5890241e-01	
   4.7547500e+02	  -1.8914062e-01	   5.7732112e-01	
   4.7553000e+02	  -8.9533931e-02	   6.7071559e-01	
   4.7558500e+02	   9.0803412e-02	   8.1366001e-01	
   4.7564000e+02	   2.2853970e-01	   9.3931105e-01	
   4.7569500e+02	   2.3145252e-01	   9.8847900e-01	
   4.7575000e+02	   1.2993134e-01	   9.6323824e-01	
   4.7580500e+02	   2.9073813e-02	   9.1142270e-01	
   4.7586000e+02	  -1.4069858e-02	   8.6265772e-01	
   4.7591500e+02	  -3.6086807e-02	   8.0633919e-01	
   4.7597000e+02	  -9.2153295e-02	   7.2908652e-01	
   4.7602500e+02	  -1.7361055e-01	   6.4111930e-01	
   4.7608000e+02	  -2.2125773e-01	   5.6798702e-01	
   4.7613500e+02	  -1.9086590e-01	   5.4600286e-01	
   4.7619000e+02	  -8.0799756e-02	   6.1269347e-01	
   4.7624500e+02	   7.1154189e-02	   7.6330482e-01	
   4.7630000e+02	   1.8926132e-01	   9.2537578e-01	
   4.7635500e+02	   1.9614677e-01	   1.0127992e+00	
   4.7641000e+02	   8.6947079e-02	   1.0016883e+00	
   4.7646500e+02	  -5.5413129e-02	   9.2901203e-01	
   4.7652000e+02	  -1.4934550e-01	   8.3373448e-01	
   4.7657500e+02	  -1.9831009e-01	   7.3350718e-01	
   4.7663000e+02	  -2.6115819e-01	   6.4508679e-01	
   4.7668500e+02	  -3.6242941e-01	   5.8786452e-01	
   4.7674000e+02	  -4.5745413e-01	   5.6935015e-01	
   4.7679500e+02	  -4.7430836e-01	   5.9222420e-01	
   4.7685000e+02	  -3.8214587e-01	   6.6315779e-01	
   4.7690500e+02	  -2.2558531e-01	   7.7033768e-01	
   4.7696000e+02	  -8.2898491e-02	   8.6982729e-01	
   4.7701500e+02	   6.1475487e-03	   9.1898341e-01	
   4.7707000e+02	   4.8724923e-02	   9.1189236e-01	
   4.7712500e+02	   5.5816827e-02	   8.6881427e-01	
   4.7718000e+02	   2.6906030e-02	   8.0523196e-01	
   4.7723500e+02	  -3.2421175e-02	   7.2457100e-01	
   4.7729000e+02	  -9.8965990e-02	   6.3322541e-01	
   4.7734500e+02	  -1.3790993e-01	   5.5249967e-01	
   4.7740000e+02	  -1.2152576e-01	   5.1596897e-01	
   4.7745500e+02	  -5.1968932e-02	   5.5279273e-01	
   4.7751000e+02	   3.0513637e-02	   6.6213908e-01	
   4.7756500e+02	   7.2896081e-02	   7.9810182e-01	
   4.7762000e+02	   5.3045448e-02	   8.9410814e-01	
   4.7767500e+02	  -6.0444123e-03	   9.1810451e-01	
   4.7773000e+02	  -6.3954070e-02	   8.9661519e-01	
   4.7778500e+02	  -9.5311915e-02	   8.7495945e-01	
   4.7784000e+02	  -1.0624144e-01	   8.6234367e-01	
   4.7789500e+02	  -1.3364177e-01	   8.2495896e-01	
   4.7795000e+02	  -2.1055570e-01	   7.3103775e-01	
   4.7800500e+02	  -3.1646459e-01	   5.9632666e-01	
   4.7806000e+02	  -3.8339437e-01	   4.8176655e-01	
   4.7811500e+02	  -3.6491634e-01	   4.5063087e-01	
   4.7817000e+02	  -2.7873540e-01	   5.2836453e-01	
   4.7822500e+02	  -1.7298102e-01	   6.8768092e-01	
   4.7828000e+02	  -7.4646601e-02	   8.5879171e-01	
   4.7833500e+02	   1.1493223e-02	   9.6848552e-01	
   4.7839000e+02	   6.9553555e-02	   9.9237813e-01	
   4.7844500e+02	   6.7107197e-02	   9.6620814e-01	
   4.7850000e+02	  -8.1689134e-03	   9.3099547e-01	
   4.7855500e+02	  -1.2362150e-01	   8.7838790e-01	
   4.7861000e+02	  -2.3078592e-01	   7.7425222e-01	
   4.7866500e+02	  -3.0646993e-01	   6.2626294e-01	
   4.7872000e+02	  -3.4765275e-01	   4.9647067e-01	
   4.7877500e+02	  -3.4972762e-01	   4.4720155e-01	
   4.7883000e+02	  -3.1558824e-01	   4.9646317e-01	
   4.7888500e+02	  -2.6500068e-01	   6.1921451e-01	
   4.7894000e+02	  -2.1128836e-01	   7.6517229e-01	
   4.7899500e+02	  -1.4100479e-01	   8.7593435e-01	
   4.7905000e+02	  -3.2189301e-02	   9.1277054e-01	
   4.7910500e+02	   1.0665372e-01	   8.8291495e-01	
   4.7916000e+02	   2.1627247e-01	   8.2742928e-01	
   4.7921500e+02	   2.1579088e-01	   7.7502383e-01	
   4.7927000e+02	   6.9769247e-02	   7.1753570e-01	
   4.7932500e+02	  -1.7133139e-01	   6.3336865e-01	
   4.7938000e+02	  -3.9806449e-01	   5.2495995e-01	
   4.7943500e+02	  -5.1340463e-01	   4.3159469e-01	
   4.7949000e+02	  -4.9321527e-01	   4.0666777e-01	
   4.7954500e+02	  -3.7404791e-01	   4.7442268e-01	
   4.7960000e+02	  -1.8932033e-01	   6.0432296e-01	
   4.7965500e+02	   3.5373057e-02	   7.3235783e-01	
   4.7971000e+02	   2.2640196e-01	   8.0988991e-01	
   4.7976500e+02	   2.8023498e-01	   8.3111902e-01	
   4.7982000e+02	   1.6921261e-01	   8.1720281e-01	
   4.7987500e+02	  -1.9583522e-02	   7.8055659e-01	
   4.7993000e+02	  -1.7136315e-01	   7.1123252e-01	
   4.7998500e+02	  -2.3658980e-01	   6.0227927e-01	
   4.8004000e+02	  -2.3835392e-01	   4.8048421e-01	
   4.8009500e+02	  -2.2793792e-01	   3.9783626e-01	
   4.8015000e+02	  -2.3802367e-01	   3.9124090e-01	
   4.8020500e+02	  -2.5173267e-01	   4.5583118e-01	
   4.8026000e+02	  -2.1936835e-01	   5.5111932e-01	
   4.8031500e+02	  -1.2444434e-01	   6.2672364e-01	
   4.8037000e+02	  -1.7762442e-02	   6.5388382e-01	
   4.8042500e+02	   3.2944731e-02	   6.4273354e-01	
   4.8048000e+02	   5.2737545e-03	   6.2149921e-01	
   4.8053500e+02	  -8.3191837e-02	   5.9624666e-01	
   4.8059000e+02	  -2.1276116e-01	   5.4274028e-01	
   4.8064500e+02	  -3.6379766e-01	   4.4070014e-01	
   4.8070000e+02	  -4.9582889e-01	   3.0692128e-01	
   4.8075500e+02	  -5.5929120e-01	   1.9119258e-01	
   4.8081000e+02	  -5.3847249e-01	   1.4388145e-01	
   4.8086500e+02	  -4.6005145e-01	   1.8679789e-01	
   4.8092000e+02	  -3.4250685e-01	   3.0414903e-01	
   4.8097500e+02	  -1.6968389e-01	   4.4909806e-01	
   4.8103000e+02	   4.9251845e-02	   5.6050140e-01	
   4.8108500e+02	   2.2808107e-01	   5.9279996e-01	
   4.8114000e+02	   2.6268008e-01	   5.4756132e-01	
   4.8119500e+02	   1.2795697e-01	   4.6934596e-01	
   4.8125000e+02	  -1.0634830e-01	   3.9721357e-01	
   4.8130500e+02	  -3.2959272e-01	   3.3059907e-01	
   4.8136000e+02	  -4.4583134e-01	   2.5689271e-01	
   4.8141500e+02	  -4.1203503e-01	   1.9860733e-01	
   4.8147000e+02	  -2.5431528e-01	   2.0828813e-01	
   4.8152500e+02	  -4.5723496e-02	   3.0908974e-01	
   4.8158000e+02	   1.4013179e-01	   4.5254133e-01	
   4.8163500e+02	   2.5558101e-01	   5.5047958e-01	
   4.8169000e+02	   2.7264081e-01	   5.4878043e-01	
   4.8174500e+02	   1.7764283e-01	   4.6299775e-01	
   4.8180000e+02	  -1.0240550e-02	   3.4951018e-01	
   4.8185500e+02	  -2.2539564e-01	   2.5452306e-01	
   4.8191000e+02	  -3.8717887e-01	   1.8785397e-01	
   4.8196500e+02	  -4.4736016e-01	   1.3644429e-01	
   4.8202000e+02	  -3.8914616e-01	   1.0061959e-01	
   4.8207500e+02	  -2.0861194e-01	   1.0951794e-01	
   4.8213000e+02	   4.9908890e-02	   1.8655882e-01	
   4.8218500e+02	   2.6936184e-01	   3.0456399e-01	
   4.8224000e+02	   3.4523268e-01	   3.9990007e-01	
   4.8229500e+02	   2.8794707e-01	   4.3392148e-01	
   4.8235000e+02	   1.9382567e-01	   4.1685698e-01	
   4.8240500e+02	   1.3664263e-01	   3.7183657e-01	
   4.8246000e+02	   1.1895376e-01	   3.0390312e-01	
   4.8251500e+02	   9.5257514e-02	   2.0912475e-01	
   4.8257000e+02	   1.9122668e-02	   9.1719205e-02	
   4.8262500e+02	  -9.8020741e-02	  -3.0500093e-02	
   4.8268000e+02	  -1.6034770e-01	  -1.1863439e-01	
   4.8273500e+02	  -5.9039795e-02	  -1.2024426e-01	
   4.8279000e+02	   2.0067565e-01	  -1.8147919e-02	
   4.8284500e+02	   4.6730298e-01	   1.3305362e-01	
   4.8290000e+02	   5.7790938e-01	   2.5002001e-01	
   4.8295500e+02	   5.1857748e-01	   2.9235225e-01	
   4.8301000e+02	   4.1111772e-01	   2.6873921e-01	
   4.8306500e+02	   3.4949879e-01	   1.9091325e-01	
   4.8312000e+02	   3.0173243e-01	   5.8576877e-02	
   4.8317500e+02	   1.8305154e-01	  -1.0650161e-01	
   4.8323000e+02	  -1.5530317e-02	  -2.4372955e-01	
   4.8328500e+02	  -1.9385931e-01	  -2.9439220e-01	
   4.8334000e+02	  -2.2050258e-01	  -2.4836892e-01	
   4.8339500e+02	  -4.0242861e-02	  -1.4254709e-01	
   4.8345000e+02	   2.6726045e-01	  -3.0029387e-02	
   4.8350500e+02	   5.2310901e-01	   4.4787382e-02	
   4.8356000e+02	   5.7628235e-01	   6.0908215e-02	
   4.8361500e+02	   4.2941159e-01	   2.2770338e-02	
   4.8367000e+02	   2.2626254e-01	  -5.4122275e-02	
   4.8372500e+02	   9.8551724e-02	  -1.5892693e-01	
   4.8378000e+02	   5.2531878e-02	  -2.8411199e-01	
   4.8383500e+02	   2.6240297e-02	  -4.0861563e-01	
   4.8389000e+02	   1.5706804e-02	  -4.8871294e-01	
   4.8394500e+02	   8.3392478e-02	  -4.8094882e-01	
   4.8400000e+02	   2.4539793e-01	  -3.8464852e-01	
   4.8405500e+02	   4.1472137e-01	  -2.5329044e-01	
   4.8411000e+02	   4.8463937e-01	  -1.5304842e-01	
   4.8416500e+02	   4.3210772e-01	  -1.1494656e-01	
   4.8422000e+02	   3.1707716e-01	  -1.3079744e-01	
   4.8427500e+02	   2.0602519e-01	  -1.8180749e-01	
   4.8433000e+02	   1.1958083e-01	  -2.6051167e-01	
   4.8438500e+02	   4.2570505e-02	  -3.7045337e-01	
   4.8444000e+02	  -3.5096715e-02	  -5.0583203e-01	
   4.8449500e+02	  -8.8496417e-02	  -6.2585149e-01	
   4.8455000e+02	  -7.3045564e-02	  -6.6287126e-01	
   4.8460500e+02	   1.4266373e-02	  -5.8222994e-01	
   4.8466000e+02	   1.0331277e-01	  -4.3160143e-01	
   4.8471500e+02	   1.1756659e-01	  -3.0488362e-01	
   4.8477000e+02	   6.4001399e-02	  -2.5695057e-01	
   4.8482500e+02	   1.6763442e-02	  -2.7429743e-01	
   4.8488000e+02	   2.3083328e-02	  -3.1852100e-01	
   4.8493500e+02	   6.3866692e-02	  -3.6857387e-01	
   4.8499000e+02	   9.1636679e-02	  -4.2464437e-01	
   4.8504500e+02	   6.7263289e-02	  -4.9432345e-01	
   4.8510000e+02	  -2.9568389e-02	  -5.7213332e-01	
   4.8515500e+02	  -1.7925582e-01	  -6.2091903e-01	
   4.8521000e+02	  -3.0285801e-01	  -5.8834679e-01	
   4.8526500e+02	  -3.0447632e-01	  -4.6202240e-01	
   4.8532000e+02	  -1.5915917e-01	  -2.9916604e-01	
   4.8537500e+02	   5.5655873e-02	  -1.8117006e-01	
   4.8543000e+02	   2.2715601e-01	  -1.4348987e-01	
   4.8548500e+02	   2.9430176e-01	  -1.6494718e-01	
   4.8554000e+02	   2.6661087e-01	  -2.1253393e-01	
   4.8559500e+02	   1.8352790e-01	  -2.7100257e-01	
   4.8565000e+02	   8.3288918e-02	  -3.3516016e-01	
   4.8570500e+02	   2.6830728e-04	  -4.0353712e-01	
   4.8576000e+02	  -4.1431932e-02	  -4.8354782e-01	
   4.8581500e+02	  -3.9138852e-02	  -5.7682009e-01	
   4.8587000e+02	  -2.4606526e-03	  -6.5069629e-01	
   4.8592500e+02	   6.6126714e-02	  -6.4695382e-01	
   4.8598000e+02	   1.6877257e-01	  -5.3729483e-01	
   4.8603500e+02	   2.8979826e-01	  -3.6347071e-01	
   4.8609000e+02	   3.9169701e-01	  -2.0955195e-01	
   4.8614500e+02	   4.4256110e-01	  -1.3656502e-01	
   4.8620000e+02	   4.3688480e-01	  -1.4974897e-01	
   4.8625500e+02	   3.9025747e-01	  -2.1557586e-01	
   4.8631000e+02	   3.3339079e-01	  -2.9271856e-01	
   4.8636500e+02	   3.0025157e-01	  -3.5543553e-01	
   4.8642000e+02	   2.8496871e-01	  -4.0745261e-01	
   4.8647500e+02	   2.2006550e-01	  -4.7541270e-01	
   4.8653000e+02	   4.7023112e-02	  -5.7625874e-01	
   4.8658500e+02	  -1.8597566e-01	  -6.8095033e-01	
   4.8664000e+02	  -3.3678678e-01	  -7.1691118e-01	
   4.8669500e+02	  -2.9573379e-01	  -6.2833265e-01	
   4.8675000e+02	  -8.4854540e-02	  -4.4155928e-01	
   4.8680500e+02	   1.6710390e-01	  -2.5393038e-01	
   4.8686000e+02	   3.2472074e-01	  -1.5304258e-01	
   4.8691500e+02	   3.2662174e-01	  -1.5821710e-01	
   4.8697000e+02	   2.0814774e-01	  -2.3080017e-01	
   4.8702500e+02	   5.7002992e-02	  -3.1847801e-01	
   4.8708000e+02	  -6.3047037e-02	  -3.9072802e-01	
   4.8713500e+02	  -1.3252428e-01	  -4.4970557e-01	
   4.8719000e+02	  -1.3741491e-01	  -5.1351527e-01	
   4.8724500e+02	  -6.9354957e-02	  -5.8209344e-01	
   4.8730000e+02	   3.3384563e-02	  -6.2121522e-01	
   4.8735500e+02	   1.0593670e-01	  -5.9297330e-01	
   4.8741000e+02	   1.3314169e-01	  -5.0069487e-01	
   4.8746500e+02	   1.7015266e-01	  -3.9014529e-01	
   4.8752000e+02	   2.7050789e-01	  -3.1134409e-01	
   4.8757500e+02	   4.0650759e-01	  -2.9122196e-01	
   4.8763000e+02	   4.8373688e-01	  -3.2955315e-01	
   4.8768500e+02	   4.3401218e-01	  -4.0444385e-01	
   4.8774000e+02	   2.6407936e-01	  -4.9125708e-01	
   4.8779500e+02	   2.3892508e-02	  -5.8265713e-01	
   4.8785000e+02	  -2.1611238e-01	  -6.7702673e-01	
   4.8790500e+02	  -3.5819121e-01	  -7.4784708e-01	
